note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,last_modify_ts,note_url,ip_location,user_id,nickname,gender,profile_url,avatar,source_keyword,source_file,data_type,ad_filter_reason,cleaned_content,is_meaningful,is_duplicate,all_comments,Topic,sentiment_x,置信度_x,sentiment_y,置信度_y
5295611326765609,谁懂刘耀文仅仅“这里”两个字有多宠知道小满月各平台扒美甲图ing刘耀文直接一个高清图发出来 #刘耀文晒穿戴甲# ,1778084391,2026-05-06 16:19:51+08:00,637,35,80,1778123674162,https://m.weibo.cn/detail/5295611326765609,江苏,6599992900,山城银玫瑰,f,https://m.weibo.cn/u/6599992900?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007cETEoly8iaipzvtv6vj30u00u00vq.jpg?KID=imgbed,tva&Expires=1778134466&ssig=TLOct5fssL",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,,谁懂刘耀文仅仅这里两个字有多宠知道小满月各平台扒美甲图ing刘耀文直接一个高清图发出来  ,True,False,文哥这是把粉丝的心都攥手里了呀这波宠粉操作满分 语音评论6quot || 而且他肯定做的时候就猜到我们要做直接拍好 || 这居然是回应我还以为纯显摆美甲呢,0,消极,0.6643770337104797,消极,0.6643770337104797
5295321202563780,这次主人是真来了 一开始说的是「大声点」#刘耀文晒穿戴甲##刘耀文月映光辉织璀璨银篇# 战狼侦察兵的微博视频  ,1778015220,2026-05-05 21:07:00+08:00,2409,97,649,1778123674167,https://m.weibo.cn/detail/5295321202563780,广东,7316203740,战狼侦察兵,m,https://m.weibo.cn/u/7316203740?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/007Z82O8ly8i86dyzbfyvj30u00u076r.jpg?KID=imgbed,tva&Expires=1778134466&ssig=OdxdUaolfj",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,,这次主人是真来了 一开始说的是大声点 战狼侦察兵的微博视频  ,True,False,优质评论多围绕刘耀文演唱会表现展开如称赞其大屏的神状态满分粤语互动萌点十足以及飞吻回应粉丝的暖心细节部分评论提及银海应援场景强调粉丝通过灯牌营造的视觉盛宴典型例子包括对古风造型满月下的伯爵的赞美以及战神级舞台气查看全部戳gt微博智搜 || 什么啊啊啊啊啊啊啊啊哥哥老公主人 niyingli || 喊的啥呀听不清,0,中性,0.555905282497406,中性,0.555905282497406
5295748315087410,疲态也别有一番性感的男孩如何呢 #刘耀文晒穿戴甲# ,1778117051,2026-05-07 01:24:11+08:00,752,25,297,1778123674172,https://m.weibo.cn/detail/5295748315087410,上海,5220762453,溫酒烫眉e,f,https://m.weibo.cn/u/5220762453?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/005HjMO1ly8ib2dnxtg2ij30u00u0my6.jpg?KID=imgbed,tva&Expires=1778134466&ssig=ho1nnnZPhL",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,,疲态也别有一番性感的男孩如何呢  ,True,False,又要拿去做阿祖对比图了 || 好港的一款成男 || 哦买嘎有一种说不出的性感,0,积极,0.6403201222419739,积极,0.6403201222419739
5295855332492612,#刘耀文晒穿戴甲# 刘耀文晒了演唱会上的穿戴甲，这酷拽风和本人一样劲劲儿的😎 ,1778142566,2026-05-07 08:29:26+08:00,1085,110,239,1778123674176,https://m.weibo.cn/detail/5295855332492612,安徽,2023209165,来看娱乐,m,https://m.weibo.cn/u/2023209165?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/7897b8cdly8gdi2php1cij20u00u0wfs.jpg?KID=imgbed,tva&Expires=1778134466&ssig=oLKWcVegsy",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,, 刘耀文晒了演唱会上的穿戴甲这酷拽风和本人一样劲劲儿的 ,True,False,这甲比我的工资还闪耀 语音评论3quot || 非常精致的小男呀美丽 || 马上get同款,0,积极,0.9641629457473756,积极,0.9641629457473756
5295746777612725,深夜一个人故事感拉满 #刘耀文晒穿戴甲# ,1778116685,2026-05-07 01:18:05+08:00,266,8,26,1778123674180,https://m.weibo.cn/detail/5295746777612725,内蒙古,7608989132,蔓月莓酱,f,https://m.weibo.cn/u/7608989132?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/008iWxFaly8ibqyz7ly35j30e80e8dg1.jpg?KID=imgbed,tva&Expires=1778134466&ssig=HIQp2g5wId",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,,深夜一个人故事感拉满  ,True,False,文哥这氛围感绝了每一帧都能截壁纸 || 啊啊啊啊啊,0,消极,0.4630576968193054,消极,0.4630576968193054
5295881706276320,#刘耀文晒穿戴甲#男生带穿戴甲好骚呀 ,1778148854,2026-05-07 10:14:14+08:00,0,0,0,1778123674190,https://m.weibo.cn/detail/5295881706276320,河南,1564558202,你的爱是不肯结痂的伤,f,https://m.weibo.cn/u/1564558202?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/5d41437aly8icw6oc245fj20u00u040d.jpg?KID=imgbed,tva&Expires=1778134466&ssig=2d%2BGe9E2id",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,,男生带穿戴甲好骚呀 ,True,False,,-1,消极,0.8239620923995972,消极,0.8239620923995972
5295880703579117,#刘耀文晒穿戴甲#男的化妆，美甲，这是符合了哪部分人的审美呢？真的不太习惯呀!什么时候多一点阳刚一点的男明星呀 ,1778148615,2026-05-07 10:10:15+08:00,0,0,0,1778123674194,https://m.weibo.cn/detail/5295880703579117,河北,1918484394,乐派团团,f,https://m.weibo.cn/u/1918484394?launchid=10000360-page_H5,"https://tva2.sinaimg.cn/crop.111.11.277.277.180/7259bfaajw8f2sn1t4jdaj20dw08dwfz.jpg?KID=imgbed,tva&Expires=1778134466&ssig=2WWXSORcd2",刘耀文晒穿戴甲,search_contents_2026-05-07.csv,search_post,,男的化妆美甲这是符合了哪部分人的审美呢真的不太习惯呀什么时候多一点阳刚一点的男明星呀 ,True,False,,0,消极,0.7064415812492371,消极,0.7064415812492371
5295858474026734,#张杰谢娜这和婚礼现场有啥区别#定情曲就是好听啊！！！真情侣就是好磕啊！！！张杰谢娜应该算娱乐圈模范夫妻了吧 溢汁小汤包的微博视频  ,1778143315,2026-05-07 08:41:55+08:00,969,95,42,1778123776146,https://m.weibo.cn/detail/5295858474026734,山东,5855791908,溢汁小汤包,f,https://m.weibo.cn/u/5855791908?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.995.995.180/006oiiYAly8i9phi5veepj30rn0rnjty.jpg?KID=imgbed,tva&Expires=1778134559&ssig=Xk%2Fn46QwPn",张杰谢娜这和婚礼现场有啥区别,search_contents_2026-05-07.csv,search_post,,定情曲就是好听啊真情侣就是好磕啊张杰谢娜应该算娱乐圈模范夫妻了吧 溢汁小汤包的微博视频  ,True,False,好浪漫的两人呀好好幸福下去 || 满满的都是幸福,-1,积极,0.9744263291358948,积极,0.9744263291358948
5295859208028700,张杰谢娜小说都不敢写的地步，合唱的画面和婚礼现场有啥区别，真夫妻就是好嗑！他们是怎么做到结婚这么多年仍然和初恋一样青涩又美好的！#张杰谢娜这和婚礼现场有啥区别# ,1778143490,2026-05-07 08:44:50+08:00,821,40,31,1778123776149,https://m.weibo.cn/detail/5295859208028700,四川,1526202781,鲜娱君,m,https://m.weibo.cn/u/1526202781?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/5af8019dly8h8uv95p22ej20u00u0myl.jpg?KID=imgbed,tva&Expires=1778134559&ssig=H5gLhYyFOk",张杰谢娜这和婚礼现场有啥区别,search_contents_2026-05-07.csv,search_post,,张杰谢娜小说都不敢写的地步合唱的画面和婚礼现场有啥区别真夫妻就是好嗑他们是怎么做到结婚这么多年仍然和初恋一样青涩又美好的 ,True,False,真夫妻才是最好磕的糖 这波狗粮我先干为敬 语音评论5quot || 没有一个真评论 || 有区别啊婚礼是自己花钱演唱会是花粉丝的钱圆自己的梦啊,0,积极,0.874850332736969,积极,0.874850332736969
5295858512037177,#张杰谢娜这和婚礼现场有啥区别# 谢娜演唱会，张杰谢娜合唱明天过后，这段舞台真的反复看了好多次，实在太甜了！王子和公主，好幸福的一对，他们看向彼此的眼神都是充满了爱意！ ,1778143324,2026-05-07 08:42:04+08:00,822,44,34,1778123776151,https://m.weibo.cn/detail/5295858512037177,安徽,2709814831,娱大蜀黍,m,https://m.weibo.cn/u/2709814831?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.640.640.180/a1847e2fly8i6m35ho04oj20hs0hsdgr.jpg?KID=imgbed,tva&Expires=1778134559&ssig=6xawJDpU9n",张杰谢娜这和婚礼现场有啥区别,search_contents_2026-05-07.csv,search_post,, 谢娜演唱会张杰谢娜合唱明天过后这段舞台真的反复看了好多次实在太甜了王子和公主好幸福的一对他们看向彼此的眼神都是充满了爱意 ,True,False,看得眼里是润润的这就是爱情啊 || 这对视简直比婚礼誓词还动人满屏都是粉红泡泡 || 这首歌非常的好听,0,积极,0.9818990230560304,积极,0.9818990230560304
