note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,last_modify_ts,note_url,ip_location,user_id,nickname,gender,profile_url,avatar,source_keyword,source_file,data_type,ad_filter_reason,cleaned_content,is_meaningful,is_duplicate,all_comments,Topic
5299894231238943,#柳州医院现状#这次柳州5.2级地震伤亡较重，和凌晨发生、震源仅8公里、当地老旧自建房抗震弱都有关系。目前医院秩序平稳，送医的4人暂无生命危险，救援和善后工作正在全力推进，愿伤亡不再扩大 玫瑰泠的微博视频 ,1779105515,2026-05-18 11:58:35+08:00,67,10,0,1779077141594,https://m.weibo.cn/detail/5299894231238943,青海,7813950653,玫瑰泠,f,https://m.weibo.cn/u/7813950653?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008wOxw9ly8id7goh50xnj30u00u077o.jpg?KID=imgbed,tva&Expires=1779087924&ssig=8Bi2T0737c",柳州医院现状,search_contents_2026-05-18.csv,search_post,,这次柳州52级地震伤亡较重和凌晨发生震源仅8公里当地老旧自建房抗震弱都有关系目前医院秩序平稳送医的4人暂无生命危险救援和善后工作正在全力推进愿伤亡不再扩大 玫瑰泠的微博视频 ,True,False,医院肯定忙疯了吧 || 震源8公里凌晨的地震每一秒都是煎熬 || 一定要平安健康呀,1
5299892142735883,#柳州医院现状#柳州突发5.2级地震，好在当地医院整体秩序还算平稳，没受太大冲击。医院也意识到要做好余震防护，这点特别关键。现在具体伤员情况、接诊数据还没细化公布，能理解灾后需要慢慢梳理。希望后续余震别再来，医护坚守在岗，大家都平平安安，灾情影响尽量降到最低。 ,1779105017,2026-05-18 11:50:17+08:00,13,0,0,1779077141599,https://m.weibo.cn/detail/5299892142735883,内蒙古,2458493405,追着知识兔兔跑,f,https://m.weibo.cn/u/2458493405?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1079.180/9289a1ddly1i6y1t1h6p5j20u00tztce.jpg?KID=imgbed,tva&Expires=1779087924&ssig=JU2fvdS5bB",柳州医院现状,search_contents_2026-05-18.csv,search_post,,柳州突发52级地震好在当地医院整体秩序还算平稳没受太大冲击医院也意识到要做好余震防护这点特别关键现在具体伤员情况接诊数据还没细化公布能理解灾后需要慢慢梳理希望后续余震别再来医护坚守在岗大家都平平安安灾情影响尽量降到最低 ,True,False,,1
5299891106481464,#柳州医院现状##柳州医院现状# 5月18日凌晨柳州突发5.2级地震，震源较浅冲击力较强。当地各大主力医院秩序井然运转平稳，第一时间全力投入伤员救治工作，妥善收治受灾群众。此次灾害多为老旧自建房受损严重，合规正规医院建筑受损较轻。天灾无情，大家务必注意自身安全，平安顺遂❤️ ,1779104770,2026-05-18 11:46:10+08:00,18,0,0,1779077141603,https://m.weibo.cn/detail/5299891106481464,天津,6714325798,奶糖追剧号,f,https://m.weibo.cn/u/6714325798?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007koCRoly8i97v476286j30u00u0wir.jpg?KID=imgbed,tva&Expires=1779087924&ssig=oB6LENUF%2Bf",柳州医院现状,search_contents_2026-05-18.csv,search_post,, 5月18日凌晨柳州突发52级地震震源较浅冲击力较强当地各大主力医院秩序井然运转平稳第一时间全力投入伤员救治工作妥善收治受灾群众此次灾害多为老旧自建房受损严重合规正规医院建筑受损较轻天灾无情大家务必注意自身安全平安顺遂 ,True,False,,1
5299885072713125,【#专家回应柳州地震原因#】#柳州医院现状#5月18日0时21分，广西柳州市柳南区发生5.2级地震，震源深度八千米。记者从柳州市相关部门了解到，地震已致2人死亡，1人失联。另据当地媒体报道，广西壮族自治区地震局高级工程师谭劲先介绍，柳州洛满镇、太阳村镇等地城镇自建房有8栋房屋倒塌，另外还有一些农村的房子也有倒塌，初步统计大概有14栋房屋倒塌，已救出3名被困群众。柳州为何会发生5.2级地震？5.2级地震为何导致自建房倒塌和人员伤亡？山东省防震减灾科学传播师孟元库向极目新闻记者分析，广西位于华南地块内部，远离全球主要地震带，但区域内存在中小型断裂带，具备中等地震构造背景。该地震带是由于印度板块和亚欧板块相互碰撞的远程应力作用产生的。由于广西处于华南板块，一般相对稳定，产生地震多是中小型地震，造成“广西不怎么地震”的印象。实际上，柳州发生5.2级地震之前，也多次发生3级地震。孟元库介绍，5.2级地震属于中强震（破坏性地震），市民可能有明显震感，比如此次地震有很多市民表示体感强烈。该强度的地震通常会造成一定程度的破坏，但一般不会导致大规模房屋倒塌或重大人员伤亡。这次地震之所以造成房屋倒塌、人员遇难，一方面是由于此次地震的震源深度浅，仅有8公里，地震能量衰减相对较弱，造成地震烈度大。另一方面，是由于本次地震震中可能处于人员密集处，且发生地点房屋抗震能力差。部分老旧或未按抗震标准建造的房屋可能出现墙体开裂、屋顶瓦片掉落、门窗变形等损坏；现代抗震建筑通常仅受轻微影响。孟元库分析，未来或不会发生5级以上地震，当地地处的板块不具备发生8级以上巨大地震的构造条件。广西壮族自治区地震局官网记录了近年来广西有记录的5级地震：2019年10月12日22时55分，广西玉林市北流市（北纬22.18度，东经110.51度）发生5.2级地震，震源深度10公里，未造成人员伤亡报告；2019年11月25日，广西百色市靖西市附近，发生5.2级地震，震源深度10.0千米。#柳州地震致一对夫妻遇难#（极目新闻）极目新闻的微博视频,1779103331,2026-05-18 11:22:11+08:00,91,8,15,1779077141607,https://m.weibo.cn/detail/5299885072713125,,2028810631,新浪新闻,m,https://m.weibo.cn/u/2028810631?luicode=20000061&lfid=5299885072713125&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.799.799.180/002diGk7ly8h8vg36oqidj60m70m7mxs02.jpg?KID=imgbed,tva&Expires=1779087925&ssig=xY8TKFzLOK",柳州医院现状,search_contents_2026-05-18.csv,search_post,,5月18日0时21分广西柳州市柳南区发生52级地震震源深度八千米记者从柳州市相关部门了解到地震已致2人死亡1人失联另据当地媒体报道广西壮族自治区地震局高级工程师谭劲先介绍柳州洛满镇太阳村镇等地城镇自建房有8栋房屋倒塌另外还有一些农村的房子也有倒塌初步统计大概有14栋房屋倒塌已救出3名被困群众柳州为何会发生52级地震52级地震为何导致自建房倒塌和人员伤亡山东省防震减灾科学传播师孟元库向极目新闻记者分析广西位于华南地块内部远离全球主要地震带但区域内存在中小型断裂带具备中等地震构造背景该地震带是由于印度板块和亚欧板块相互碰撞的远程应力作用产生的由于广西处于华南板块一般相对稳定产生地震多是中小型地震造成广西不怎么地震的印象实际上柳州发生52级地震之前也多次发生3级地震孟元库介绍52级地震属于中强震破坏性地震市民可能有明显震感比如此次地震有很多市民表示体感强烈该强度的地震通常会造成一定程度的破坏但一般不会导致大规模房屋倒塌或重大人员伤亡这次地震之所以造成房屋倒塌人员遇难一方面是由于此次地震的震源深度浅仅有8公里地震能量衰减相对较弱造成地震烈度大另一方面是由于本次地震震中可能处于人员密集处且发生地点房屋抗震能力差部分老旧或未按抗震标准建造的房屋可能出现墙体开裂屋顶瓦片掉落门窗变形等损坏现代抗震建筑通常仅受轻微影响孟元库分析未来或不会发生5级以上地震当地地处的板块不具备发生8级以上巨大地震的构造条件广西壮族自治区地震局官网记录了近年来广西有记录的5级地震2019年10月12日22时55分广西玉林市北流市北纬2218度东经11051度发生52级地震震源深度10公里未造成人员伤亡报告2019年11月25日广西百色市靖西市附近发生52级地震震源深度100千米极目新闻极目新闻的微博视频,True,False,The poor constructionand the use of some cheap materials are the main reason for the Death and destruction from an earhquake of magnitude 5 || 52级的地震房子就塌了,1
5299885323585964,【#柳州地震最后一名被困人员获救#】记者从柳州市抗震救灾指挥部获悉，截至5月18日11时10分，救援队伍在柳南区太阳村镇太阳村社区受灾现场搜救出最后1名被困人员，经医务人员确定，生命体征平稳，已送医院救治。 #广西柳州地震已致2人死亡##柳州地震致一对夫妻遇难#（央视新闻） #柳州医院现状#,1779103391,2026-05-18 11:23:11+08:00,12,2,6,1779077141610,https://m.weibo.cn/detail/5299885323585964,,1751714412,大皖新闻,m,https://m.weibo.cn/u/1751714412?luicode=20000061&lfid=5299885323585964&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/001Uy0Wgly8ia2ykszcvbj60go0got9n02.jpg?KID=imgbed,tva&Expires=1779087928&ssig=KYSHntDAuF",柳州医院现状,search_contents_2026-05-18.csv,search_post,,记者从柳州市抗震救灾指挥部获悉截至5月18日11时10分救援队伍在柳南区太阳村镇太阳村社区受灾现场搜救出最后1名被困人员经医务人员确定生命体征平稳已送医院救治 央视新闻 ,True,False,,1
5299876977442898,#柳州地震柴犬叫醒主人救全家#【#柳州地震前40秒狗狗吠叫预警救全家#】5月18日00时21分，在广西柳州市柳南区发生5.2级地震。在此前后共发生5次2.2至3.2级地震。目前地震已致2人死亡，1人失联。#柳州医院现状#在地震发生前，一只柴犬在手机预警前40秒狂吠叫醒主人，一家人抓紧黄金时间，短短20秒迅速撤离至安全地带。截至5月18日04时，房屋倒塌13栋，送医4人（均无生命危险），转移群众7000余人。震区通信、供电、供水、供气、交通道路等处于正常运行状态。 #广西柳州地震已致2人死亡# #柳州地震致一对夫妻遇难#（大河报）大河报的微博视频,1779101400,2026-05-18 10:50:00+08:00,26,3,5,1779077141612,https://m.weibo.cn/detail/5299876977442898,,1751714412,大皖新闻,m,https://m.weibo.cn/u/1751714412?luicode=20000061&lfid=5299876977442898&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/001Uy0Wgly8ia2ykszcvbj60go0got9n02.jpg?KID=imgbed,tva&Expires=1779087931&ssig=sJN%2B5CSu6t",柳州医院现状,search_contents_2026-05-18.csv,search_post,,5月18日00时21分在广西柳州市柳南区发生52级地震在此前后共发生5次22至32级地震目前地震已致2人死亡1人失联在地震发生前一只柴犬在手机预警前40秒狂吠叫醒主人一家人抓紧黄金时间短短20秒迅速撤离至安全地带截至5月18日04时房屋倒塌13栋送医4人均无生命危险转移群众7000余人震区通信供电供水供气交通道路等处于正常运行状态  大河报大河报的微博视频,True,False,汪汪队立大功,1
5299895627943092,【#柳州医院现状#】5月18日0时21分，广西柳州市柳南区发生5.2级地震。记者联系到位于柳南区的柳州市工人医院总院，就目前医院就诊、值守秩序是否平稳进行了了解。医院工作人员回应称，地震“没有太大的影响”。当被问及是否对余震采取了特殊保障措施时，医院工作人员表示“应该是需要的”。关于具体接诊人数、地震伤员受伤类型等信息，工作人员表示需等后续明确答复。#广西柳州地震已致2人死亡##柳州地震致一对夫妻遇难#（大河报）大河报的微博视频,1779105848,2026-05-18 12:04:08+08:00,0,0,0,1779077141614,https://m.weibo.cn/detail/5299895627943092,,2118120483,青岛日报,m,https://m.weibo.cn/u/2118120483?luicode=20000061&lfid=5299895627943092&launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.160.160.180/7e3ff423ly8h8vgqkjzgvj204g04gjr8.jpg?KID=imgbed,tva&Expires=1779087935&ssig=Bbrxh4uIyc",柳州医院现状,search_contents_2026-05-18.csv,search_post,,5月18日0时21分广西柳州市柳南区发生52级地震记者联系到位于柳南区的柳州市工人医院总院就目前医院就诊值守秩序是否平稳进行了了解医院工作人员回应称地震没有太大的影响当被问及是否对余震采取了特殊保障措施时医院工作人员表示应该是需要的关于具体接诊人数地震伤员受伤类型等信息工作人员表示需等后续明确答复大河报大河报的微博视频,True,False,,1
5299886249478388,#曝蒋毅婚后私信女网友#小时候老爱看蒋毅和赵樱子的剧因为爱情有多美，不过在剧里好像就是陈笑飞cg林多美呀，现在都祛魅了好吧，前面蒋毅有妻女还和赵樱子亲密互动，现在又爆出sx网友，一波接一波 ,1779103612,2026-05-18 11:26:52+08:00,117,14,0,1779077229507,https://m.weibo.cn/detail/5299886249478388,广东,7911323078,千树春笺,m,https://m.weibo.cn/u/7911323078?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008Dp6x8ly8ic1qk5en59j30u00u0jv1.jpg?KID=imgbed,tva&Expires=1779088025&ssig=b3mGoWaZNw",曝蒋毅婚后私信女网友,search_contents_2026-05-18.csv,search_post,,小时候老爱看蒋毅和赵樱子的剧因为爱情有多美不过在剧里好像就是陈笑飞cg林多美呀现在都祛魅了好吧前面蒋毅有妻女还和赵樱子亲密互动现在又爆出sx网友一波接一波 ,True,False,感觉火不起来是有原因的呀 || 这人真的品行不端 || 这到底真的假的啊,0
5299891207407127,#曝蒋毅婚后私信女网友#不知道是私信了多少人，这也太离谱了，现任妻子真的很惨，才刚给他生了宝宝呢，笑飞也是把剧里的情节用到现实了！ ,1779104794,2026-05-18 11:46:34+08:00,46,18,0,1779077229511,https://m.weibo.cn/detail/5299891207407127,四川,3964811778,纯示,f,https://m.weibo.cn/u/3964811778?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/ec523a02ly8id7ij1lbm6j20u00u0wgk.jpg?KID=imgbed,tva&Expires=1779088025&ssig=OK1DD0hBGJ",曝蒋毅婚后私信女网友,search_contents_2026-05-18.csv,search_post,,不知道是了多少人这也太离谱了现任妻子真的很惨才刚给他生了宝宝呢笑飞也是把剧里的情节用到现实了 ,True,False,你们看过他演的剧吗 || 怎么能这样呢都结婚了 || 我天这是真的还是假的,0
5299885351900519,#曝蒋毅婚后私信女网友#真的假的啊我去最近怎么他出来的这么多看看后续怎么样如果是真的也挺无语的了 ,1779103398,2026-05-18 11:23:18+08:00,90,16,0,1779077229515,https://m.weibo.cn/detail/5299885351900519,山东,7484789926,江晚月畔,f,https://m.weibo.cn/u/7484789926?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008axpMaly8id8q9aa4fhj30u00u0go5.jpg?KID=imgbed,tva&Expires=1779088025&ssig=%2FSap6RKFI4",曝蒋毅婚后私信女网友,search_contents_2026-05-18.csv,search_post,,真的假的啊我去最近怎么他出来的这么多看看后续怎么样如果是真的也挺无语的了 ,True,False,你们觉得是真的吗 || 真的假的等后续 || 不信谣不传谣,0
