comment_id,create_time,create_date_time,note_id,content,sub_comment_count,comment_like_count,last_modify_ts,ip_location,parent_comment_id,user_id,nickname,gender,profile_url,avatar,source_file,data_type,cleaned_content,is_meaningful,is_duplicate
5299894344749088,1779105542,2026-05-18 11:59:02+08:00,5299894231238943,医院肯定忙疯了吧？,2,13,1779077147959,青海,5299894344749088,7813950653,玫瑰泠,f,https://m.weibo.cn/u/7813950653?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008wOxw9ly8id7goh50xnj30u00u077o.jpg?KID=imgbed,tva&Expires=1779087947&ssig=b4ahKtV1fp",search_comments_2026-05-18.csv,search_comment,医院肯定忙疯了吧,True,False
5299894629696249,1779105610,2026-05-18 12:00:10+08:00,5299894231238943,震源8公里，凌晨的地震，每一秒都是煎熬🙏,1,0,1779077147963,青海,5299894629696249,7813317638,养只小喵叫七零,m,https://m.weibo.cn/u/7813317638?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.1.1078.1078.180/008wLSQely8id7isldou9j30ty0u0773.jpg?KID=imgbed,tva&Expires=1779087947&ssig=kx0F24WILy",search_comments_2026-05-18.csv,search_comment,震源8公里凌晨的地震每一秒都是煎熬,True,False
5299895799911527,1779105889,2026-05-18 12:04:49+08:00,5299894231238943,一定要平安健康呀,0,1,1779077147969,黑龙江,5299895799911527,7787331577,茉莉浆,f,https://m.weibo.cn/u/7787331577?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008v0QGdly8id8xp6ph51j30u00u0wgs.jpg?KID=imgbed,tva&Expires=1779087947&ssig=L2XaWWXavu",search_comments_2026-05-18.csv,search_comment,一定要平安健康呀,True,False
5299894861693827,1779105665,2026-05-18 12:01:05+08:00,5299885072713125,"The poor construction,and the use of some cheap materials are the main reason for the Death and destruction from an earhquake of magnitude 5.",0,0,1779077187033,辽宁,5299894861693827,7484117480,Scabatcho,m,https://m.weibo.cn/u/7484117480?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/008auAQgly8ghnxeol18oj30ro0rogoq.jpg?KID=imgbed,tva&Expires=1779087986&ssig=7qE3deqbJ%2B",search_comments_2026-05-18.csv,search_comment,The poor constructionand the use of some cheap materials are the main reason for the Death and destruction from an earhquake of magnitude 5,True,False
5299894799565180,1779105649,2026-05-18 12:00:49+08:00,5299876977442898,汪汪队立大功,0,0,1779077199711,山东,5299894799565180,8306374181,用户8306374181,f,https://m.weibo.cn/u/8306374181?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_180.gif?KID=imgbed,tva&Expires=1779087999&ssig=Fvd3SoR75t",search_comments_2026-05-18.csv,search_comment,汪汪队立大功,True,False
5299885202999331,1779103362,2026-05-18 11:22:42+08:00,5299880094337265,①建筑安全评估报告 ②急诊／ICU备用电源启用时长 ③医护人员应急集结机制。公众需要确定性，不是推测性回答,0,0,1779077222411,贵州,5299885202999331,7295522984,海与迟落梦岛,f,https://m.weibo.cn/u/7295522984?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.31.568.568.180/007XJgNyly8g6nt6t2jlkj30go0go76s.jpg?KID=imgbed,tva&Expires=1779088022&ssig=NEnJVOLqym",search_comments_2026-05-18.csv,search_comment,①建筑安全评估报告 ②急诊ICU备用电源启用时长 ③医护人员应急集结机制公众需要确定性不是推测性回答,True,False
5299886329169931,1779103631,2026-05-18 11:27:11+08:00,5299886249478388,感觉火不起来是有原因的呀,2,3,1779077235861,广东,5299886329169931,7911323078,千树春笺,m,https://m.weibo.cn/u/7911323078?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008Dp6x8ly8ic1qk5en59j30u00u0jv1.jpg?KID=imgbed,tva&Expires=1779088035&ssig=3DML%2FW3yVG",search_comments_2026-05-18.csv,search_comment,感觉火不起来是有原因的呀,True,False
5299888120140363,1779104058,2026-05-18 11:34:18+08:00,5299886249478388,这人真的品行不端。,1,2,1779077235865,湖南,5299888120140363,7727802905,等雨不归人,f,https://m.weibo.cn/u/7727802905?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008qZ4ylly8ibpaof4tf2j30u00u041g.jpg?KID=imgbed,tva&Expires=1779088035&ssig=%2FQtexQvi4Q",search_comments_2026-05-18.csv,search_comment,这人真的品行不端,True,False
5299886759084203,1779103732,2026-05-18 11:28:52+08:00,5299886249478388,这到底真的假的啊,1,1,1779077235867,内蒙古,5299886759084203,7530088302,姜十羽,f,https://m.weibo.cn/u/7530088302?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008dBtX8ly8i7okuurtd2j30u00u0tdj.jpg?KID=imgbed,tva&Expires=1779088035&ssig=jcXMqUjD3b",search_comments_2026-05-18.csv,search_comment,这到底真的假的啊,True,False
5299891364692765,1779104831,2026-05-18 11:47:11+08:00,5299891207407127,你们看过他演的剧吗,2,2,1779077242192,四川,5299891364692765,3964811778,纯示,f,https://m.weibo.cn/u/3964811778?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/ec523a02ly8id7ij1lbm6j20u00u0wgk.jpg?KID=imgbed,tva&Expires=1779088042&ssig=5Z5bourTs%2B",search_comments_2026-05-18.csv,search_comment,你们看过他演的剧吗,True,False
5299892454689456,1779105091,2026-05-18 11:51:31+08:00,5299891207407127,怎么能这样呢都结婚了,0,1,1779077242196,江西,5299892454689456,7778192439,純粹心迹-,f,https://m.weibo.cn/u/7778192439?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008uovaLly8id8zhonfhxj30u00u040e.jpg?KID=imgbed,tva&Expires=1779088042&ssig=%2FD5aP3gonN",search_comments_2026-05-18.csv,search_comment,怎么能这样呢都结婚了,True,False
5299892840825571,1779105182,2026-05-18 11:53:02+08:00,5299891207407127,我天，这是真的还是假的,0,2,1779077242199,辽宁,5299892840825571,7924133956,野子哥手里的冰美式,m,https://m.weibo.cn/u/7924133956?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008EgRecly8id8ovzh4w6j30u00u076w.jpg?KID=imgbed,tva&Expires=1779088042&ssig=vvtY6Efpk2",search_comments_2026-05-18.csv,search_comment,我天这是真的还是假的,True,False
5299885501055051,1779103432,2026-05-18 11:23:52+08:00,5299885351900519,你们觉得是真的吗,2,2,1779077248632,山东,5299885501055051,7484789926,江晚月畔,f,https://m.weibo.cn/u/7484789926?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008axpMaly8id8q9aa4fhj30u00u0go5.jpg?KID=imgbed,tva&Expires=1779088048&ssig=%2FxD0PtG0P6",search_comments_2026-05-18.csv,search_comment,你们觉得是真的吗,True,False
5299890906468458,1779104722,2026-05-18 11:45:22+08:00,5299885351900519,真的假的？等后续,1,3,1779077248635,河北,5299890906468458,6412429517,花开半夏flower_,f,https://m.weibo.cn/u/6412429517?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006ZXTQxly8id4w3n3vs1j30u00u07aq.jpg?KID=imgbed,tva&Expires=1779088048&ssig=BKZ4tYWzVi",search_comments_2026-05-18.csv,search_comment,真的假的等后续,True,False
5299891070044125,1779104761,2026-05-18 11:46:01+08:00,5299885351900519,不信谣，不传谣,1,2,1779077248639,四川,5299891070044125,7006089516,山楂是甜的不是酸的,f,https://m.weibo.cn/u/7006089516?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007E8PVOly8icmg6tfjmnj30u00u0774.jpg?KID=imgbed,tva&Expires=1779088048&ssig=QFjERupXyn",search_comments_2026-05-18.csv,search_comment,不信谣不传谣,True,False
5299893393952253,1779105315,2026-05-18 11:55:15+08:00,5299893293549358,你们相信蒋毅吗,2,2,1779077254976,河北,5299893393952253,7479241593,阿赵的lover,f,https://m.weibo.cn/u/7479241593?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008aa8oVly8icmtqn4rtnj30u00u0goe.jpg?KID=imgbed,tva&Expires=1779088054&ssig=7LqkCqbv%2Fo",search_comments_2026-05-18.csv,search_comment,你们相信蒋毅吗,True,False
5299893632502598,1779105372,2026-05-18 11:56:12+08:00,5299893293549358,我天妻子好无辜啊,1,1,1779077254981,河北,5299893632502598,7944587026,我才不学乖ovo,m,https://m.weibo.cn/u/7944587026?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008FEG0qly8id8v6a5i44j30u00u0n0m.jpg?KID=imgbed,tva&Expires=1779088054&ssig=BAyaWpnpqa",search_comments_2026-05-18.csv,search_comment,我天妻子好无辜啊,True,False
5299895439460608,1779105803,2026-05-18 12:03:23+08:00,5299893293549358,真的吗天呐这真的很难评,1,1,1779077254986,天津,5299895439460608,7972841018,酥酥饱er,f,https://m.weibo.cn/u/7972841018?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008Hze9Yly8i1ba2ucdsij30u00u077f.jpg?KID=imgbed,tva&Expires=1779088054&ssig=fpMPu33IXu",search_comments_2026-05-18.csv,search_comment,真的吗天呐这真的很难评,True,False
5299883922688431,1779103057,2026-05-18 11:17:37+08:00,5299883163521040,上热搜了如愿了,1,0,1779077261367,北京,5299883922688431,8436469111,Five爱吃瓜,f,https://m.weibo.cn/u/8436469111?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.793.793.180/009cWz0rly8icncq3yvzjj30m10m1t9o.jpg?KID=imgbed,tva&Expires=1779088061&ssig=78zlpBml9D",search_comments_2026-05-18.csv,search_comment,上热搜了如愿了,True,False
5299883847190055,1779103039,2026-05-18 11:17:19+08:00,5299883163521040,当年真的白月光,1,1,1779077261369,北京,5299883847190055,9176588048,Four柿柿如意,f,https://m.weibo.cn/u/9176588048?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.500.500.180/00a121KEly8icncoadx6hj30dw0dwt9z.jpg?KID=imgbed,tva&Expires=1779088061&ssig=gWQ8FPbPIH",search_comments_2026-05-18.csv,search_comment,当年真的白月光,True,False
5299883772217233,1779103021,2026-05-18 11:17:01+08:00,5299883163521040,这过分了吧,1,1,1779077261371,北京,5299883772217233,8359268790,手指头好吃吗,f,https://m.weibo.cn/u/8359268790?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/0097IDFYly8icncor7f3bj30dw0dw0ty.jpg?KID=imgbed,tva&Expires=1779088061&ssig=BEVXpC5enM",search_comments_2026-05-18.csv,search_comment,这过分了吧,True,False
