note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,last_modify_ts,note_url,ip_location,user_id,nickname,gender,profile_url,avatar,source_keyword,source_file,data_type,ad_filter_reason,cleaned_content,is_meaningful,is_duplicate
5285812134478949,【#中方表态伊朗称停火条款遭破坏#】#希望有关方面能够抓住和平机会#4月9日，外交部发言人毛宁主持例行记者会。俄罗斯卫星社记者提问，伊朗议长卡利巴夫8日列举伊朗10项停火条款中已遭到违反的3项，称“可行的谈判基础”在伊朗与美国谈判还没开始前就遭到公然破坏，其中包括以色列袭击黎巴嫩的情况。中方对此有何评论？毛宁表示，我们希望有关方面能够抓住和平的机会，通过对话协商弥合分歧，推动海湾和中东地区早日恢复和平稳定。（@北京日报 记者 周经纬；视频：澎湃新闻）  #美国的停火谈判被以色列加了备注# 北京日报的微博视频,1775748081,2026-04-09 15:21:21+08:00,54,25,10,1775726046969,https://m.weibo.cn/detail/5285812134478949,,1893892941,北京日报,m,https://m.weibo.cn/u/1893892941?luicode=20000061&lfid=5285812134478949&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/0024aA4lly8i51bp1z4bcj60go0goq3g02.jpg?KID=imgbed,tva&Expires=1775736763&ssig=iU9tpU4ZWe",中方表态伊朗称停火条款遭破坏,search_contents_2026-04-09.csv,search_post,,4月9日外交部发言人毛宁主持例行记者会俄罗斯卫星社记者提问伊朗议长卡利巴夫8日列举伊朗10项停火条款中已遭到违反的3项称可行的谈判基础在伊朗与美国谈判还没开始前就遭到公然破坏其中包括以色列袭击黎巴嫩的情况中方对此有何评论毛宁表示我们希望有关方面能够抓住和平的机会通过对话协商弥合分歧推动海湾和中东地区早日恢复和平稳定 记者 周经纬视频澎湃新闻   北京日报的微博视频,True,False
5285839695512272,与世界逆行了！以色列不停火仍持续轰炸黎巴嫩，多国谴责以色列的犯罪行为美伊都停火了，就以色列还在持续并且加大了空袭黎巴嫩的力度，仅4月8日一天就造成了黎巴嫩约2000死伤（至少254人死亡）。以色列这种毫无人性的行为，连欧洲多国都看不下去了，目前已有多个国家的高层或者代表谴责了以色列的犯罪行为，要求以色列立即停止空袭黎巴嫩，其中西班牙首相是直接下场谴责，并表示对于（以色列）这些犯罪行为，绝不该逍遥法外……#美伊以冲突##中国军队有足够的能力反制威胁挑衅##中方表态伊朗称停火条款遭破坏#,1775754652,2026-04-09 17:10:52+08:00,1,1,1,1775726046980,https://m.weibo.cn/detail/5285839695512272,河南,7711753752,单手搓核弹,m,https://m.weibo.cn/u/7711753752?luicode=20000061&lfid=5285839695512272&launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.600.600.180/008pTJr2ly8h14yvmei8kj30go0gognj.jpg?KID=imgbed,tva&Expires=1775736774&ssig=hKNHuoxMPq",中方表态伊朗称停火条款遭破坏,search_contents_2026-04-09.csv,search_post,,与世界逆行了以色列不停火仍持续轰炸黎巴嫩多国谴责以色列的犯罪行为美伊都停火了就以色列还在持续并且加大了空袭黎巴嫩的力度仅4月8日一天就造成了黎巴嫩约2000死伤至少254人死亡以色列这种毫无人性的行为连欧洲多国都看不下去了目前已有多个国家的高层或者代表谴责了以色列的犯罪行为要求以色列立即停止空袭黎巴嫩其中西班牙首相是直接下场谴责并表示对于以色列这些犯罪行为绝不该逍遥法外,True,False
5285838583235213,【#特朗普称伊方10项停战条款是假新闻#】美国总统特朗普8日在社交媒体上发文称，美国媒体发布了一份关于伊朗停火谈判的“完全虚假的10项条款”，“其目的是诋毁参与和平进程的相关人员。这10点内容纯属捏造的骗局”。据美国媒体8日的消息，伊朗提出的10项条款分别是：1、美国保证不侵犯伊朗；2、伊朗控制霍尔木兹海峡；3、结束地区所有战线上的战争，包括与黎巴嫩真主党的战争；4、从该地区所有基地和部署点撤出美国作战部队；5、向伊朗支付赔偿金；6、接受伊朗铀浓缩活动；7、解除所有对伊一级制裁；8、解除所有对伊次级制裁；9、撤销国际原子能机构相关决议；10、撤销联合国安理会相关决议。（央视新闻、北京时间）#美国的停火谈判被以色列加了备注##伊朗外长说美国必须二选一##中方表态伊朗称停火条款遭破坏# 津云新闻的微博视频,1775754387,2026-04-09 17:06:27+08:00,0,0,0,1775726046983,https://m.weibo.cn/detail/5285838583235213,,1735937570,江南都市报,m,https://m.weibo.cn/u/1735937570?luicode=20000061&lfid=5285838583235213&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/001TtOF4ly8h8vgjpmhq7j60e80e8t9a02.jpg?KID=imgbed,tva&Expires=1775736784&ssig=B5jynPbJn7",中方表态伊朗称停火条款遭破坏,search_contents_2026-04-09.csv,search_post,,美国总统特朗普8日在社交媒体上发文称美国媒体发布了一份关于伊朗停火谈判的完全虚假的10项条款其目的是诋毁参与和平进程的相关人员这10点内容纯属捏造的骗局据美国媒体8日的消息伊朗提出的10项条款分别是1美国保证不侵犯伊朗2伊朗控制霍尔木兹海峡3结束地区所有战线上的战争包括与黎巴嫩真主党的战争4从该地区所有基地和部署点撤出美国作战部队5向伊朗支付赔偿金6接受伊朗铀浓缩活动7解除所有对伊一级制裁8解除所有对伊次级制裁9撤销国际原子能机构相关决议10撤销联合国安理会相关决议央视新闻北京时间 津云新闻的微博视频,True,False
5285828966221528,外交部毛宁  #中方表态伊朗称停火条款遭破坏# 2026.04.08外交部例行记者会完整版 #外交部回应是否中国在促谈# 墨染诗婳的微博视频  ,1775752094,2026-04-09 16:28:14+08:00,3,0,1,1775726046988,https://m.weibo.cn/detail/5285828966221528,福建,3152800551,墨染诗婳,f,https://m.weibo.cn/u/3152800551?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/bbebeb27ly8hja45w9t7mj20u00u0n25.jpg?KID=imgbed,tva&Expires=1775736762&ssig=lroDCBjmk1",中方表态伊朗称停火条款遭破坏,search_contents_2026-04-09.csv,search_post,,外交部毛宁   20260408外交部例行记者会完整版  墨染诗婳的微博视频  ,True,False
5285815078357068,【#伊朗议长称停火条款遭破坏 中方表态#】伊朗议长称停火条款遭破坏，包括以色列袭击黎巴嫩，外交部：希望有关方面能够抓住和平的机会，通过对话协商弥合分歧。@新浪新闻 伊朗议长称停火条款遭破坏 外交部表态 ,1775748783,2026-04-09 15:33:03+08:00,0,0,0,1775726047009,https://m.weibo.cn/detail/5285815078357068,,7750822151,新浪新闻滚动,m,https://m.weibo.cn/u/7750822151?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.500.500.180/008sxEUvly8h8vil16xj7j30dw0dw3ze.jpg?KID=imgbed,tva&Expires=1775736762&ssig=lxY1NfL6QX",中方表态伊朗称停火条款遭破坏,search_contents_2026-04-09.csv,search_post,,伊朗议长称停火条款遭破坏包括以色列袭击黎巴嫩外交部希望有关方面能够抓住和平的机会通过对话协商弥合分歧 伊朗议长称停火条款遭破坏 外交部表态 ,True,False
5285813194853635,【伊朗议长称停火条款遭破坏 外交部表态】外交部发言人毛宁主持例行记者会。俄罗斯卫星社记者提问，伊朗议长卡利巴夫8日列举伊朗10项停火条款中已遭到违反的3项，称“可行的谈判基础”在伊朗与美国谈判还没开始前就遭到公然破坏，其中包括以色列袭击黎巴嫩的情况。中方对此有何评论？毛宁表示，我们希望有关方面能够抓住和平的机会，通过对话协商弥合分歧，推动海湾和中东地区早日恢复和平稳定。伊朗议长称停火条款遭破坏 外交部表态,1775748334,2026-04-09 15:25:34+08:00,7,0,0,1775726047014,https://m.weibo.cn/detail/5285813194853635,,1801487174,东方财富网,m,https://m.weibo.cn/u/1801487174?luicode=20000061&lfid=5285813194853635&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.12.5.615.615.180/6b608346ly8gdi7w4xyeyj20hs0hst9a.jpg?KID=imgbed,tva&Expires=1775736836&ssig=RrE1cJy773",中方表态伊朗称停火条款遭破坏,search_contents_2026-04-09.csv,search_post,,伊朗议长称停火条款遭破坏 外交部表态外交部发言人毛宁主持例行记者会俄罗斯卫星社记者提问伊朗议长卡利巴夫8日列举伊朗10项停火条款中已遭到违反的3项称可行的谈判基础在伊朗与美国谈判还没开始前就遭到公然破坏其中包括以色列袭击黎巴嫩的情况中方对此有何评论毛宁表示我们希望有关方面能够抓住和平的机会通过对话协商弥合分歧推动海湾和中东地区早日恢复和平稳定伊朗议长称停火条款遭破坏 外交部表态,True,False
5285714910251891,【#胃癌真的是拖出来的#】#胃癌是第三大癌症死亡原因#在日复一日的忙碌中，大家习惯了外卖、重口味和不规律的作息，胃或多或少都有过不舒服的时候。但偶尔反酸、胃疼，很多人都不在乎，殊不知，这些看似不起眼的小毛病，很可能是胃部发出的求救信号。长期忽视、拖延不治，轻微的炎症可能慢慢发展成萎缩、肠化，再一步步演变为异型增生，最终拖成胃癌。（科普中国）,1775724901,2026-04-09 08:55:01+08:00,910,177,144,1775726400698,https://m.weibo.cn/detail/5285714910251891,,1683472727,央广网,m,https://m.weibo.cn/u/1683472727?luicode=20000061&lfid=5285714910251891&launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.356.356.180/001PVG9Vly8h8vg7cogo6j609w09wjre02.jpg?KID=imgbed,tva&Expires=1775737095&ssig=Cp6mNz1ZOL",胃癌真的是拖出来的,search_contents_2026-04-09.csv,search_post,,在日复一日的忙碌中大家习惯了外卖重口味和不规律的作息胃或多或少都有过不舒服的时候但偶尔反酸胃疼很多人都不在乎殊不知这些看似不起眼的小毛病很可能是胃部发出的求救信号长期忽视拖延不治轻微的炎症可能慢慢发展成萎缩肠化再一步步演变为异型增生最终拖成胃癌科普中国,True,False
5285809444094113,#胃癌真的是拖出来的#三餐不规律、暴饮暴食、长期熬夜、爱烟酒、幽门螺杆菌不管、胃痛胃胀硬扛着不查……这些看似小事，正在慢慢损伤胃黏膜。从胃炎→萎缩→肠化→异型增生→胃癌，过程可能长达数年，身体早有信号，只是多数人选择忽略。胃痛别忍、反酸别拖、口臭腹胀别不当回事，有症状早做胃镜，比什么都强。胃是养出来的，癌是拖出来的，别等到晚期才后悔。#热点科普##热点解读﻿#,1775747439,2026-04-09 15:10:39+08:00,108,19,21,1775726400704,https://m.weibo.cn/detail/5285809444094113,河南,5541621536,圆圆圈圈圆圈呀,f,https://m.weibo.cn/u/5541621536?luicode=20000061&lfid=5285809444094113&launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006324Uwly8hy30088cj6j30u00u0tai.jpg?KID=imgbed,tva&Expires=1775737106&ssig=438KGE%2Bc3n",胃癌真的是拖出来的,search_contents_2026-04-09.csv,search_post,,三餐不规律暴饮暴食长期熬夜爱烟酒幽门螺杆菌不管胃痛胃胀硬扛着不查这些看似小事正在慢慢损伤胃黏膜从胃炎萎缩肠化异型增生胃癌过程可能长达数年身体早有信号只是多数人选择忽略胃痛别忍反酸别拖口臭腹胀别不当回事有症状早做胃镜比什么都强胃是养出来的癌是拖出来的别等到晚期才后悔,True,False
5285711519417494,【#9个养胃方法越养越伤#】#喝粥养胃是最大的误区# 喝白粥、喝牛奶、多喝热水、饭后喝酸奶......这些“养胃”方法你用过几个？实际上，它们可能正在悄悄伤害你的胃！今天是国际护胃日，科学养胃从正确做法开始。转给身边胃不好的TA！#胃癌真的是拖出来的# ,1775724093,2026-04-09 08:41:33+08:00,191,25,116,1775726400707,https://m.weibo.cn/detail/5285711519417494,,7211561239,央视频,m,https://m.weibo.cn/u/7211561239?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.180.180.180/007S2YvRly1h8vgi91xayj3050050wec.jpg?KID=imgbed,tva&Expires=1775737095&ssig=2bIGHsc1dM",胃癌真的是拖出来的,search_contents_2026-04-09.csv,search_post,, 喝白粥喝牛奶多喝热水饭后喝酸奶这些养胃方法你用过几个实际上它们可能正在悄悄伤害你的胃今天是国际护胃日科学养胃从正确做法开始转给身边胃不好的TA ,True,False
5285813832125162,#胃癌真的是拖出来的#很多人以为胃癌是“突然得的”，其实大多数情况下，它是一步步拖出来的。早期胃部问题往往很轻，比如反复胃胀、隐隐作痛、饭后不舒服、偶尔反酸，这些信号很容易被忽视，很多人选择忍一忍、吃点药就算了。但长期慢性胃炎、胃溃疡，如果一直不规范治疗，再加上幽门螺杆菌感染、饮食不规律、重口味饮食等因素，就可能逐渐发展为更严重的病变。胃癌早期往往没有明显症状，一旦出现消瘦、黑便、持续疼痛，往往已经不是早期了。说白了，身体不是一下子垮的，而是一次次忽视换来的结果。胃不舒服超过两周，或者反复发作，一定要及时检查，别拖。很多病，治得好，是因为发现得早；拖久了，选择就少了。 吃成大饼脸的微博视频,1775748486,2026-04-09 15:28:06+08:00,68,30,3,1775726400709,https://m.weibo.cn/detail/5285813832125162,安徽,6893440069,吃成大饼脸,f,https://m.weibo.cn/u/6893440069?luicode=20000061&lfid=5285813832125162&launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.990.990.180/007wwaFfly8i1la4bcubqj30ri0ridh7.jpg?KID=imgbed,tva&Expires=1775737116&ssig=K%2Fgk0v6tjp",胃癌真的是拖出来的,search_contents_2026-04-09.csv,search_post,,很多人以为胃癌是突然得的其实大多数情况下它是一步步拖出来的早期胃部问题往往很轻比如反复胃胀隐隐作痛饭后不舒服偶尔反酸这些信号很容易被忽视很多人选择忍一忍吃点药就算了但长期慢性胃炎胃溃疡如果一直不规范治疗再加上幽门螺杆菌感染饮食不规律重口味饮食等因素就可能逐渐发展为更严重的病变胃癌早期往往没有明显症状一旦出现消瘦黑便持续疼痛往往已经不是早期了说白了身体不是一下子垮的而是一次次忽视换来的结果胃不舒服超过两周或者反复发作一定要及时检查别拖很多病治得好是因为发现得早拖久了选择就少了 吃成大饼脸的微博视频,True,False
