comment_id,create_time,create_date_time,note_id,content,sub_comment_count,comment_like_count,last_modify_ts,ip_location,parent_comment_id,user_id,nickname,gender,profile_url,avatar,source_file,data_type,cleaned_content,is_meaningful,is_duplicate
5298083131036288,1778673715,2026-05-13 12:01:55+08:00,5297912114578123,贾跃亭当初说下周回国；雷军说大家都说我真诚，没有一处是抄袭的；许家印说要承担社会责任；回头看看,8,21,1778649865026,广东,5298083131036288,2833144575,邪恶小法师88,m,https://m.weibo.cn/u/2833144575?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/a8de5affly8fprbsosvpvj20ro0roabh.jpg?KID=imgbed,tva&Expires=1778660665&ssig=5e2w%2B2OmI9",search_comments_2026-05-13.csv,search_comment,贾跃亭当初说下周回国雷军说大家都说我真诚没有一处是抄袭的许家印说要承担社会责任回头看看,True,False
5297931632772186,1778637595,2026-05-13 01:59:55+08:00,5297912114578123,呃呃呃呃呃，发个类似辟谣追责的帖子还得附上自己的AI古风美颜图片，绷不住了,2,23,1778649865034,广东,5297931632772186,7510926555,带嘤在嘤嘤,m,https://m.weibo.cn/u/7510926555?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/008cj56Hly8he0il9nlraj30e80e8mxr.jpg?KID=imgbed,tva&Expires=1778660665&ssig=tK9MH6kaB%2B",search_comments_2026-05-13.csv,search_comment,呃呃呃呃呃发个类似辟谣追责的帖子还得附上自己的AI古风美颜图片绷不住了,True,False
5298073829114677,1778671497,2026-05-13 11:24:57+08:00,5298071791208978,我怎么觉得，这自媒体说的有点道理啊,3,81,1778649871594,江苏,5298073829114677,1105788770,KimiGuoLM,m,https://m.weibo.cn/u/1105788770?launchid=10000360-page_H5,"https://tva2.sinaimg.cn/crop.0.0.1769.1769.180/41e8ff62gw1e8qkmhn8jfj21d81d8gqr.jpg?KID=imgbed,tva&Expires=1778660671&ssig=0A%2BY882g9W",search_comments_2026-05-13.csv,search_comment,我怎么觉得这自媒体说的有点道理啊,True,False
5298092991842339,1778676066,2026-05-13 12:41:06+08:00,5298071791208978,下一个贾跃亭,1,22,1778649871603,山东,5298092991842339,1873334404,初乳,m,https://m.weibo.cn/u/1873334404?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/6fa8d084ly8hujyqpxeurj20u00u0q5h.jpg?KID=imgbed,tva&Expires=1778660671&ssig=GyN2AR1CzY",search_comments_2026-05-13.csv,search_comment,下一个贾跃亭,True,False
5298089212512064,1778675165,2026-05-13 12:26:05+08:00,5298071791208978,贾总都大呼外行,1,23,1778649871611,广东,5298089212512064,2790163675,TamedHorse,m,https://m.weibo.cn/u/2790163675?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/0032Pf1Vly8gulooq8g8ij60ru0ru0wc02.jpg?KID=imgbed,tva&Expires=1778660671&ssig=PKjrBUu8UL",search_comments_2026-05-13.csv,search_comment,贾总都大呼外行,True,False
5298084657498578,1778674079,2026-05-13 12:07:59+08:00,5298014509861419,俞浩迟早要把牛逼吹爆？然后潜逃海外,2,33,1778649878028,陕西,5298084657498578,2838725315,本泽不粘锅,m,https://m.weibo.cn/u/2838725315?launchid=10000360-page_H5,"https://tva2.sinaimg.cn/crop.31.47.470.470.180/a93382c3jw1f5bjgmm7h6j20e10lvgoo.jpg?KID=imgbed,tva&Expires=1778660678&ssig=P2SFGjKAlw",search_comments_2026-05-13.csv,search_comment,俞浩迟早要把牛逼吹爆然后潜逃海外,True,False
5298032010854779,1778661526,2026-05-13 08:38:46+08:00,5298014509861419,@千问 企业创始人社媒发声的合规边界是什么,1,2,1778649878034,河南,5298032010854779,7480671341,一目连连连ovo,m,https://m.weibo.cn/u/7480671341?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/008ag8lnly8i2l0q8ducpj30e80e8glv.jpg?KID=imgbed,tva&Expires=1778660678&ssig=y590eknupo",search_comments_2026-05-13.csv,search_comment, 企业创始人社媒发声的合规边界是什么,True,False
5298083022766638,1778673688,2026-05-13 12:01:28+08:00,5298014509861419,地方产业基金比投资机构的钱更好脱手吗,1,0,1778649878039,浙江,5298083022766638,6087834023,大花糯米条,f,https://m.weibo.cn/u/6087834023?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006DZVJlly8i3uy059bjdj30u00u0n0d.jpg?KID=imgbed,tva&Expires=1778660678&ssig=bgYJheeHl1",search_comments_2026-05-13.csv,search_comment,地方产业基金比投资机构的钱更好脱手吗,True,False
5298078076639103,1778672510,2026-05-13 11:41:50+08:00,5298072839522829,投资人看了真的会信这努力人设吗,1,2,1778649884514,四川,5298078076639103,7801879466,小小菲菲儿-,f,https://m.weibo.cn/u/7801879466?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008vZTfAly8ia9sax9lbjj30u00u00tc.jpg?KID=imgbed,tva&Expires=1778660684&ssig=ZbfjKs%2BmMe",search_comments_2026-05-13.csv,search_comment,投资人看了真的会信这努力人设吗,True,False
5298075885114989,1778671987,2026-05-13 11:33:07+08:00,5298072839522829,俞浩的坦诚，撕开了创投圈人设运营的真相,0,1,1778649884519,辽宁,5298075885114989,6439805549,咕噜噜碳酸汽水,f,https://m.weibo.cn/u/6439805549?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0071OLBrly8i31n4p2608j30u00u00um.jpg?KID=imgbed,tva&Expires=1778660684&ssig=4fboxieezZ",search_comments_2026-05-13.csv,search_comment,俞浩的坦诚撕开了创投圈人设运营的真相,True,False
