user_id,nickname,gender,avatar,desc,ip_location,follows,fans,tag_list,last_modify_ts,source_file,data_type
6387099968,张婧仪,Female,https://wx1.sinaimg.cn/orj480/006YfCtqly8h63rhpdv29j30u00u0abe.jpg,工作请联系lijialun@kpictures.cn,,75,788.8万,,1772546882384,creator_creators_2026-03-03.csv,creator_info
6387099968,张婧仪,Female,https://wx1.sinaimg.cn/orj480/006YfCtqly8h63rhpdv29j30u00u0abe.jpg,工作请联系lijialun@kpictures.cn,,75,788.8万,,1772549752394,creator_creators_2026-03-03.csv,creator_info
2803301701,人民日报,Male,https://wx4.sinaimg.cn/orj480/0033ImPzly8h8vgemh8kxj60sa0sadgw02.jpg,人民日报法人微博。参与、沟通、记录时代。,,3095,1.58亿,,1772550200613,creator_creators_2026-03-03.csv,creator_info
2028810631,新浪新闻,Male,https://wx4.sinaimg.cn/orj480/002diGk7ly8h8vg36oqidj60m70m7mxs02.jpg,上新浪新闻客户端，每天了解世界多一点。下载客户端：http://sina.cn/j/d.php?k=87,,2148,1.08亿,,1772550769999,creator_creators_2026-03-03.csv,creator_info
1623886424,新浪电影,Male,https://wx4.sinaimg.cn/orj480/001LTF2wly8i5k0lyoudlj60b30b3dg002.jpg,报道国内国外重要影片、影人动态，还有电影票、周边等福利赠送。,,2431,3168.7万,,1772597745578,creator_creators_2026-03-04.csv,creator_info
3955562634,已婚且当妈了,Female,https://wx1.sinaimg.cn/orj480/ebc5188aly8ghk9lpim14j20n00n0t9r.jpg,以自己喜欢的方式过一生🌈 🈴v：xnyyss3,,36,112万,,1772606322707,creator_creators_2026-03-04.csv,creator_info
1908960725,一罐寡言,Female,https://wx1.sinaimg.cn/orj480/71c86dd5ly8hsw0j7nq4bj20e80e80su.jpg,八千里路☁️和🌙。,,711,367.8万,,1772606973310,creator_creators_2026-03-04.csv,creator_info
1742566624,思想聚焦,Female,https://wx1.sinaimg.cn/orj480/001TVDbily8ia4lzunkwwj60u00u0jv302.jpg,QQ:3163512220,,1772,3464.5万,,1772607714495,creator_creators_2026-03-04.csv,creator_info
5536819247,千里寻椰,Female,https://wx3.sinaimg.cn/orj480/0062HVCfly8gq2o31w42bj30u00u0gn7.jpg,我从来不喝水，我只喝眼泪。 不看私信 yezai10@163.com,,292,60.4万,,1772608311921,creator_creators_2026-03-04.csv,creator_info
5827652494,TOBEAJERKONE,Male,https://wx1.sinaimg.cn/orj480/006moeD4ly8gnug57kt89j30e80e8gm2.jpg,珍惜天赋，保持悲悯,,861,28万,,1772608654882,creator_creators_2026-03-04.csv,creator_info
1411163204,人民日报健康客户端,m,https://wx1.sinaimg.cn/orj480/541ca444ly8i6ky1k05crj20go0goq3w.jpg,权威守护，健康相伴,,914,614.3万,,1775201408448,search_creators_2026-04-03.csv,
7800807818,电竞系学长,m,https://wx4.sinaimg.cn/orj480/008vVosWly1i8azzru1d9j30k00k0dh1.jpg,合作或投稿➕V Mtak-1012  添加说明来意！,,13929,60.3万,,1775201419000,search_creators_2026-04-03.csv,
6468655208,思路outline,f,https://wx1.sinaimg.cn/orj480/0073LOIwly8hziyhhka04j30u00u0jut.jpg,,,44,14,,1775201429658,search_creators_2026-04-03.csv,
7792953653,狐狐神,f,https://wx2.sinaimg.cn/orj480/008voreRly8ibs0wlr4hxj30ty0u079f.jpg,本人不对00:00到24:00说的任何话负责,,486,1865,,1775201440340,search_creators_2026-04-03.csv,
2167990822,芒果冲浪日记,f,https://wx3.sinaimg.cn/orj480/8138ea26ly8i01r5rsk79j20u00u0tam.jpg,投稿合作请私信～,,2223,83.8万,,1775201450904,search_creators_2026-04-03.csv,
7864699949,冬天的风啊啊啊,f,https://wx2.sinaimg.cn/orj480/008AftJbly8ia4lbxqoqvj30t40t4tak.jpg,浪漫的不是秋 小耗子，无雷无担，长期养铁粉❤️,,1526,1.3万,,1775201461307,search_creators_2026-04-03.csv,
2144032090,猜火车Trains,f,https://wx4.sinaimg.cn/orj480/7fcb555aly8hud0xtnnogj209d09daa4.jpg,媒体人。约稿合作：lp3724939,,368,102.9万,,1775201471893,search_creators_2026-04-03.csv,
7714866867,数码视镜,f,https://wx4.sinaimg.cn/orj480/008q6Nizly8hjbxen4ptkj30u00u03zw.jpg,交流数码科技带来生活乐趣，话题合作请私信合作,,2894,20.8万,,1775201482577,search_creators_2026-04-03.csv,
6758623666,辛巴辛巴小宝贝,f,https://wx3.sinaimg.cn/orj480/007nouL8ly8i78farugvmj30u00u00vu.jpg,两娃妈， 上班族， 分享好吃好用好玩 ，记录我的生活。,,694,978,,1775201493145,search_creators_2026-04-03.csv,
6583400348,对全世界的绿茶说一句漏,f,https://wx3.sinaimg.cn/orj480/007bxhaAly8ibs6x7dku8j30u00u075m.jpg,open24hrs for SuYiming苏翊鸣:)🦋🍦🤍🤗,,139,2.3万,,1775201503587,search_creators_2026-04-03.csv,
5249852487,作文者-老贾,m,https://wx1.sinaimg.cn/orj480/005JhQs7ly8i1fge4f7gbj30go0go75a.jpg,一介乡野散人，半生两点一线。 侥幸偷生于衙前，跑腿乞食于俯仰乡间。 坐井观天，浅尝人世间半分苦甜。写清浅闲文，度忙碌余生。欢迎关注：大淮安人。,,11429,15.1万,,1775201514226,search_creators_2026-04-03.csv,
1744664824,吴星平,f,https://wx3.sinaimg.cn/orj480/67fd78f8ly8hltg7wz3gnj20u00u0q5p.jpg,文曲星本星。,,143,57.8万,,1775201524971,search_creators_2026-04-03.csv,
1878250977,拾桂-,m,https://wx4.sinaimg.cn/orj480/6ff3d5e1ly8ibtkk9pqt7j20u00u0dl1.jpg,从现在开始我们永远在一起,,4127,1.3万,,1775201535642,search_creators_2026-04-03.csv,
7438936256,变成一片枫叶,m,https://wx1.sinaimg.cn/orj480/0087r18Qly8i0q09ac1taj30u00u075z.jpg,希望我们可以永远简单纯粹！,,98,74,,1775201546172,search_creators_2026-04-03.csv,
