user_id,nickname,gender,avatar,desc,follows,fans,tag_list,last_modify_ts,source_file
2731728324,王鹤棣_Dylan,m,https://wx3.sinaimg.cn/orj480/a2d2ddc4ly8i0wfg1gw2gj20e80e8gm5.jpg,工作联系，王迪 mengyanghd@163.com,262,2298.4万,,1776530186808,search_creators_2026-04-19.csv
7715067614,西州的十一,f,https://wx2.sinaimg.cn/orj480/008q7Dwqly8i7bznjt9ugj30u00u0whb.jpg,莫离  叶璃,1999,3.8万,,1776530217839,search_creators_2026-04-19.csv
3536857995,林宝猪尼,m,https://wx1.sinaimg.cn/orj480/d2d02b8bly8i996e23h0oj20u00u041g.jpg,主页搜索林一卡，可以看萌宠,302,1185,,1776530248823,search_creators_2026-04-19.csv
3229962754,陕视新闻,m,https://wx1.sinaimg.cn/orj480/c0855202ly8haox29q27gj20e80e8weu.jpg,陕西广电融媒体集团（陕西广播电视台）官方微博。,2494,675.7万,,1776530310904,search_creators_2026-04-19.csv
5651219876,我是K宝吖,f,https://wx2.sinaimg.cn/orj480/006arWrGly8ibwtzf18v7j30u00u0q38.jpg,💋本博主 博文有原創有轉載  轉載博侵权刪  謝謝合作💋,80,9296,,1776530331486,search_creators_2026-04-19.csv
7561882664,-蜂蜜柚子猫-,f,https://wx4.sinaimg.cn/orj480/008fKT7qly8ibyfemzqfbj30u00u0q5c.jpg,我在等,2015,1.1万,,1776530352132,search_creators_2026-04-19.csv
2167990822,芒果冲浪日记,f,https://wx3.sinaimg.cn/orj480/8138ea26ly8i01r5rsk79j20u00u0tam.jpg,投稿合作请私信～,2231,83.9万,,1776530434832,search_creators_2026-04-19.csv
3536826167,快乐储存所,m,https://wx1.sinaimg.cn/orj480/d2cfaf37ly8gr3wlqhsvlj20e80e8mxe.jpg,普发超低价！合作欢迎私信✨,390,344.6万,,1776530445162,search_creators_2026-04-19.csv
7567522450,冷少Lysea,f,https://wx1.sinaimg.cn/orj480/008g8yhIly8hefh09mdnmj30mk0mktai.jpg,单机🌈/性如白玉烧犹冷/混邪无差,1399,2.2万,,1776530465865,search_creators_2026-04-19.csv
7344302002,安小落i-x,m,https://wx3.sinaimg.cn/orj480/00811WrUly8ib3asifbt5j30u00u0q4f.jpg,,12,24,,1776530517579,search_creators_2026-04-19.csv
