user_id,nickname,gender,avatar,desc,follows,fans,tag_list,last_modify_ts,source_file
5662699109,神侃数码,m,https://wx1.sinaimg.cn/orj480/006be6IBly8i9rdywd6cwj60u01hcn1h02.jpg,何其有幸，见证大国数码科技产品和品牌的崛起,625,576.1万,,1779195939374,search_creators_2026-05-19.csv
6351153015,江文凌-_,m,https://wx3.sinaimg.cn/orj480/006VON1Rly8ib9zy6yv5sj30qo0qotaq.jpg,,328,14.3万,,1779195942734,search_creators_2026-05-19.csv
1769216315,小莉帮忙,f,https://wx4.sinaimg.cn/orj480/6974193bly8i8rku5qmznj20u00u0q5s.jpg,需要求助关注我们，留言信息（时间+事件+电话），电视播出时间每晚18:10-19:15。ps:帮忙不收取任何费用哦！热线电话:0371-65740333 商务v:mspd3333,1180,689万,,1779195946112,search_creators_2026-05-19.csv
7750590501,camellia_james,f,https://wx1.sinaimg.cn/orj480/008swGEdly8icioc99gtej30u00u0jv0.jpg,🖤only for赵雨凡,659,1.7万,,1779195949511,search_creators_2026-05-19.csv
7410510347,装老师有毒,m,https://wx3.sinaimg.cn/orj480/0085vKgrly8ia017ortlsj30go0goq3y.jpg,从今天起，贪财好色，做个俗人,1126,13.9万,,1779195952833,search_creators_2026-05-19.csv
1395622123,浙江经视,m,https://wx4.sinaimg.cn/orj480/532f80ebly8hcoorptl3xj20go0gojs1.jpg,浙江经视 浙样红TV，《经视新闻》热线：0571-86908690,694,331万,,1779195956190,search_creators_2026-05-19.csv
6311409186,娱乐小Jio,f,https://wx2.sinaimg.cn/orj480/006T81Qmly8gsmrl36dl3j30u00u0dhj.jpg,哦吼！小jio也有自己的想法鸭～,2642,375.5万,,1779195959605,search_creators_2026-05-19.csv
1757381295,齐宇的车与家,m,https://wx3.sinaimg.cn/orj480/68bf82afly8hnwxmw6g54j20e80e80te.jpg,车与家，不只是车与家。 车与家中间，链接的是我们每天的出行，消费和生活， 而这里面，每个有意思的玩意儿都链接着科技。,1865,168.1万,,1779195963016,search_creators_2026-05-19.csv
7901227952,馒头挠头,m,https://wx1.sinaimg.cn/orj480/008CIKkwly8hmgfsit8kqj30qo0qo0ux.jpg,欢迎大家关心我的动态。,89,3,,1779195966413,search_creators_2026-05-19.csv
6345774255,nlzqcz,f,https://wx1.sinaimg.cn/orj480/006VsdLFly8i2gh2wa9bwj30u00u0ju7.jpg,镇魂 新旧需要实现交替,777,108,,1779195969782,search_creators_2026-05-19.csv
6026827548,等雨追,m,https://wx2.sinaimg.cn/orj480/006zRX9Wly8ictmz3mah4j30u00u0jvk.jpg,i choose you in all my choice🌻,21,12.8万,,1779195973131,search_creators_2026-05-19.csv
5609003064,隆多不打球,m,https://wx4.sinaimg.cn/orj480/0067ANVmly8ib35pa942ij30k00k0my9.jpg,隆多球迷，凯尔特人球迷，All for 19,149,21.7万,,1779195976503,search_creators_2026-05-19.csv
7769710949,珍园心,f,https://wx4.sinaimg.cn/orj480/008tOUKxly8idan9v4cauj30u00u0diw.jpg,泥豪恋恋qwq,461,1.4万,,1779195979827,search_creators_2026-05-19.csv
7569671861,18L独宠,f,https://wx4.sinaimg.cn/orj480/008ghzrDly8h0tek5clloj30o20o275f.jpg,随风去野,245,15,,1779195983169,search_creators_2026-05-19.csv
