user_id,nickname,gender,avatar,desc,follows,fans,tag_list,last_modify_ts,source_file
6642457513,小布懂科技,m,https://wx2.sinaimg.cn/orj480/007fx4Dvly8hz72sykd4ij30j60j6mxz.jpg,,313,19.2万,,1778492693848,search_creators_2026-05-11.csv
5044281310,澎湃新闻,m,https://wx1.sinaimg.cn/orj480/005vnhZYly8ftjmwo0bx4j308c08cq32.jpg,有内涵的时政新媒体,654,3271.4万,,1778492697234,search_creators_2026-05-11.csv
6660126299,芋圆团团Ya,f,https://wx1.sinaimg.cn/orj480/007gJd5Vly8icyfjtk5i9j30u00u0goy.jpg,大家一起玩呀！,27,1.2万,,1778492700663,search_creators_2026-05-11.csv
1415906357,小草8144,f,https://wx1.sinaimg.cn/orj480/54650435ly8i3vxapv5i0j20u00u0tdi.jpg,爱生活，爱自己！喜欢乒乓球，关注乒乓球比赛很多年！专业球迷一枚！,7962,8186,,1778492704109,search_creators_2026-05-11.csv
1411163204,人民日报健康客户端,m,https://wx1.sinaimg.cn/orj480/541ca444ly8i6ky1k05crj20go0goq3w.jpg,权威守护，健康相伴,914,615.2万,,1778492707596,search_creators_2026-05-11.csv
3172272920,温沉丶,m,https://wx2.sinaimg.cn/orj480/bd150b18ly8ibi3fhrccwj20u00u075v.jpg,内娱唯一心肝：梓渝,1307,1万,,1778492711060,search_creators_2026-05-11.csv
7308915949,展千悦,f,https://wx4.sinaimg.cn/orj480/007YDsV7ly8ic3ydri80lj30u00u00uv.jpg,这个号只会专注展轩一个人，这个展轩一定要走花路呀！,1273,1.1万,,1778492714426,search_creators_2026-05-11.csv
5275824148,铃响子,m,https://wx3.sinaimg.cn/orj480/005L2ORSly8hse67f8b8wj30u00u03z6.jpg,北大得不到的人,436,30.1万,,1778492717826,search_creators_2026-05-11.csv
7398351158,兮木有枝吖,f,https://wx2.sinaimg.cn/orj480/0084GJ6uly8i5ek8cgmwqj30tz0u0q6e.jpg,禁止家禽入内,316,1.8万,,1778492721249,search_creators_2026-05-11.csv
2208455750,大路眼玲玲,f,https://wx2.sinaimg.cn/orj480/83a25c46ly8h5z24cbr9hj20b40b40t5.jpg,一个疯子~,67,1.3万,,1778492724741,search_creators_2026-05-11.csv
5814717766,冬页涩川,m,https://wx4.sinaimg.cn/orj480/006lvXIqgy1icy4ofgp8rj30u00u0q41.jpg,鼻毛统治世界/镇魂,580,1.2万,,1778492728090,search_creators_2026-05-11.csv
7371683617,兮月茄尔斯,f,https://wx1.sinaimg.cn/orj480/0082SPERly8i8znv0gbasj30u00u0ack.jpg,乖乖啊  今天的你也辛苦了,1139,1.1万,,1778492731480,search_creators_2026-05-11.csv
3508700764,就是赵老哥,m,https://wx4.sinaimg.cn/orj480/d122865cly8i2a9md1fj5j20e80e8gm3.jpg,,1754,7.6万,,1778492734889,search_creators_2026-05-11.csv
7234080420,乌拉拉啦啦能力,f,https://wx4.sinaimg.cn/orj480/007TzsMsly8gwlk3gu990j30ro0rodhk.jpg,,409,31,,1778492738303,search_creators_2026-05-11.csv
1603859682,月海巡游兔兔,f,https://wx2.sinaimg.cn/orj480/5f98f4e2ly8i5rb9b69fyj20u00u040o.jpg,欢迎加入我的千人群聊互动交流,4632,5.8万,,1778492741726,search_creators_2026-05-11.csv
7140445333,元宝咩咩_,f,https://wx3.sinaimg.cn/orj480/007NeA17ly8icr6nxspn7j30pf0pf77o.jpg,梓渝唯一心肝！,1148,1.2万,,1778492745125,search_creators_2026-05-11.csv
1796087453,荔枝新闻,m,https://wx2.sinaimg.cn/orj480/6b0e1e9dly8i8a3x2pbnjj20u00u0n02.jpg,爆料投诉请联系：jstv83187982@163.com拍客投稿请联系：lizhipaike@163.com,2006,570万,,1778492748543,search_creators_2026-05-11.csv
1810176641,电视剧暗河传,m,https://wx1.sinaimg.cn/orj480/6be51a81ly8i55kwwet37j20tz0u0q5h.jpg,,78,38.7万,,1778492751911,search_creators_2026-05-11.csv
1078779184,厚恩投资张延昆,m,https://wx3.sinaimg.cn/orj480/404cdd30ly8gdih9m7oraj20u00u0whj.jpg,私募管理人，深度价值投资者，优质股权收藏家。 《静水流深 深度价值投资札记》《非同凡想》作者。  公众号:深度价值投资圈,3837,87.5万,,1778492755330,search_creators_2026-05-11.csv
7485654086,恩o点4,f,https://wx3.sinaimg.cn/orj480/008aB2Aely8icykj8higoj30u00u0q59.jpg,在籍籍无名时牵起的手，怎么会如此轻易的放下        发其他话题是因为我在苦命蹭rs……谁来救救ydl,367,238,,1778492758800,search_creators_2026-05-11.csv
6303512057,展信映云轩,f,https://wx1.sinaimg.cn/orj480/006SATrjly8iciy71ia2vj30r20r2t9o.jpg,我哥哥再怎么不好也轮不到你们这些外人说 况且我哥哥天下第一好,1949,1.3万,,1778492762237,search_creators_2026-05-11.csv
7105384993,南华视频,m,https://wx1.sinaimg.cn/orj480/007KRtdLly8i4yg4qs9xhj30u00u0gmc.jpg,南部中国，前沿观察。,432,119.4万,,1778492765628,search_creators_2026-05-11.csv
2653906910,娱乐榜姐,f,https://wx4.sinaimg.cn/orj480/9e2f67dely8h8v42t2e7nj20ro0roq3x.jpg,知名博主榜姐,4457,528.6万,,1778492769001,search_creators_2026-05-11.csv
1446388662,召召与木木的27年,m,https://wx3.sinaimg.cn/orj480/563623b6ly8iac1o5gd66j20u00u0wi7.jpg,彼此陪伴26载，历久弥新！,2574,43.3万,,1778492772388,search_creators_2026-05-11.csv
8301043910,科技半日谈,m,https://wx1.sinaimg.cn/orj480/0093MkJ0ly8ibjhyyqgpwj30dw0dwweo.jpg,,6,1.1万,,1778492775792,search_creators_2026-05-11.csv
5260460976,扎心小魔仙-,f,https://wx1.sinaimg.cn/orj480/005K0mcMly8h4lv9fhjdej30u00u0whv.jpg,接投稿，宣传合作请私信,618,44.6万,,1778492779123,search_creators_2026-05-11.csv
7648100057,偷麦吖吖吖,m,https://wx3.sinaimg.cn/orj480/008lAEcxly8hmvlmv6iwuj30u00u0gn3.jpg,,2885,2.4万,,1778492782518,search_creators_2026-05-11.csv
2135129011,孙少军09,m,https://wx2.sinaimg.cn/orj480/7f437bb3ly8hgf9qaxrlwj20u00u0q4f.jpg,车fans负责人，什么都聊的从业者,5063,136.5万,,1778492785908,search_creators_2026-05-11.csv
