user_id,nickname,gender,avatar,desc,follows,fans,tag_list,last_modify_ts,source_file
5337977625,杨洋资讯站_大宋猫咖办事处,m,https://wx4.sinaimg.cn/orj480/005PfBPjly8icxtsxf31mj30u00u0wh6.jpg,杨洋官方资讯互动平台,288,223.5万,,1778769429512,search_creators_2026-05-14.csv
7187047331,阿呜呜小七,f,https://wx4.sinaimg.cn/orj480/007Qo7kfly8ib6tdh8pxuj30u00u0jve.jpg,往幸福的天涯飞奔 别回头就往前飞奔,357,7.1万,,1778769432906,search_creators_2026-05-14.csv
2281157913,胜利主义章北海,m,https://wx4.sinaimg.cn/orj480/87f7b519ly8hkt4jphc9jj206g06gjrb.jpg,资深互联网冲浪选手,1246,304万,,1778769436330,search_creators_2026-05-14.csv
6658285516,婉鞠了哈,f,https://wx3.sinaimg.cn/orj480/007gBudSly8ibuel2kspsj30u00u0wgh.jpg,爱李慕婉是天赋,1311,1.1万,,1778769439743,search_creators_2026-05-14.csv
7782738118,·純色雪·,m,https://wx4.sinaimg.cn/orj480/008uHzIaly8id5bujuybmj30u00u0juq.jpg,把爱写成专辑 你是主打曲♡₊˚‧,2680,1.4万,,1778769443186,search_creators_2026-05-14.csv
5514597595,炸小梨偷薯,f,https://wx4.sinaimg.cn/orj480/0061cGKvly8i1xjxplogmj30u00u0dgt.jpg,🈚属🈚雷，温良的yxh一枚,2346,1.5万,,1778769446617,search_creators_2026-05-14.csv
7973329244,云端有封信,f,https://wx2.sinaimg.cn/orj480/008HBhaAly8ictf9j2h0yj30u00u0myp.jpg,喵呜喵呜，嗷呜嗷呜嗷呜ฅ( ̳• ◡ • ̳)ฅ,1556,1.3万,,1778769450075,search_creators_2026-05-14.csv
1675972293,钟佩杉,f,https://wx2.sinaimg.cn/orj480/63e54ec5ly8i95zvtzcubj20u00u0jte.jpg,爱旅游、爱潜水、爱美食、爱追剧的美人鱼教练🧜‍♀️,268,1147,,1778769453494,search_creators_2026-05-14.csv
7164952666,资深娱乐韩梅梅,f,https://wx3.sinaimg.cn/orj480/007OTpuGly8gu3dvu9n3oj3050050q33.jpg,美美子,226,275.2万,,1778769456874,search_creators_2026-05-14.csv
2181597154,俄罗斯卫星通讯社,m,https://wx3.sinaimg.cn/orj480/002nDL4Sly8id3r9q9uhcj60go0go0sv02.jpg,俄罗斯卫星通讯社是一家现代新闻通讯社，产品包括新闻专线、新闻网站、社交网站、手机App、广播电台和媒体新闻中心。,978,1184.6万,,1778769460283,search_creators_2026-05-14.csv
1845864154,看看新闻Knews,m,https://wx2.sinaimg.cn/orj480/6e05a6daly1h8vg7kmg7ej20be0bemxf.jpg,欢迎爆料提供各种新闻线索，你的声音，将直达广播与电视新闻中心。,1630,1600.8万,,1778769463785,search_creators_2026-05-14.csv
5127726727,恰饭而已,f,https://wx4.sinaimg.cn/orj480/005B1pXNly8i01r5tdai3j30dc0dcjrj.jpg,接投稿 会看私信,1815,42万,,1778769467181,search_creators_2026-05-14.csv
3029879143,李玉儿聊车,f,https://wx4.sinaimg.cn/orj480/b4984967ly8i1s3kv6ydzj20u00u0gox.jpg,拥有国家场地和越野拉力赛照的女赛车手🥰 合作请联系vx：lclcc-（非本人）,665,141.3万,,1778769470607,search_creators_2026-05-14.csv
1663612603,中国经济网,m,https://wx3.sinaimg.cn/orj480/6328b6bbly8h8vi7rjifej20hs0hsaao.jpg,中国经济网（ce.cn）是经济日报主办的国家重点新闻网站，以经济报道、资讯传播和经济服务为主要发展方向，致力于打造“最具权威性的财经网站和最有影响力的互动平台”。网站正式发布于2003年7月28日，目前拥有100多个涵盖经济生活各领域的专业频道，每日对外发布新闻信息1万条左右，网站ICP备案及运营主体为中经网传媒有限公司。,849,450.5万,,1778769474018,search_creators_2026-05-14.csv
7404299223,男娘-,m,https://wx3.sinaimg.cn/orj480/00855Gt1ly8id48rtb4fxj30u00u0ad8.jpg,我不是zgk 我只是爱我哥哥的一个普通人,918,2.6万,,1778769477446,search_creators_2026-05-14.csv
7371864851,淇淇的小萌妹,f,https://wx4.sinaimg.cn/orj480/0082TANZly8icq4h0rorej30u00u0411.jpg,唯爱成毅～此生不渝,1203,1.9万,,1778769480823,search_creators_2026-05-14.csv
1796087453,荔枝新闻,m,https://wx2.sinaimg.cn/orj480/6b0e1e9dly8i8a3x2pbnjj20u00u0n02.jpg,爆料投诉请联系：jstv83187982@163.com拍客投稿请联系：lizhipaike@163.com,2009,570.2万,,1778769484289,search_creators_2026-05-14.csv
