user_id,nickname,gender,avatar,desc,follows,fans,tag_list,last_modify_ts,source_file
2054900587,三农频道,m,https://wx4.sinaimg.cn/orj480/7a7b4b6bly8i15rq16385j20u00u00tf.jpg,咱老百姓自己的频道！,911,585.5万,,1778654375686,search_creators_2026-05-13.csv
2242307472,你好你好照静子,f,https://ww4.sinaimg.cn/orj480/85a6e590jw8em4nxdbwrqj20dc0dcwey.jpg,咸鱼博主,1161,1326,,1778654379140,search_creators_2026-05-13.csv
5894980202,种草少女小奈,f,https://wx3.sinaimg.cn/orj480/006qWJDQly8hbsgyvwiprj60go0go75j02.jpg,知名种草博主,273,1003.4万,,1778654382579,search_creators_2026-05-13.csv
1216826604,wu2198,f,https://wx3.sinaimg.cn/orj480/48874cecly8gdj804hwz5j20u00u0djj.jpg,我wu2198是炒股农民，不涉及任何个股问题，不会主动联系任何网友，希望大家小心骗子！,4,46.5万,,1778654386120,search_creators_2026-05-13.csv
7575325228,茸尾诗,m,https://wx1.sinaimg.cn/orj480/008gFi8Yly8id0yyvwuqfj30u00u0gml.jpg,张凌赫权志龙全肯定,820,1.7万,,1778654389545,search_creators_2026-05-13.csv
7892265936,荒糖茉莉冰椰zi,m,https://wx1.sinaimg.cn/orj480/008C78TSly8iczj7lj1pdj30u00u0wi6.jpg,过程已是奖励🍀,198,134,,1778654392998,search_creators_2026-05-13.csv
6281618184,柠车小同学,f,https://wx4.sinaimg.cn/orj480/006R71Qkly8icem5fdk0cj30qo0qowg5.jpg,我是汽车博主，专注内容:数码～摄影～科技～新能源汽车,1458,108万,,1778654396570,search_creators_2026-05-13.csv
5573262723,深焦DeepFocus,f,https://wx2.sinaimg.cn/orj480/0065aQefly8i9f7dx5dtnj30go0gomxv.jpg,一本华语视听文化志，一本当代青年的新精神手册，内容关涉但不限于电影、文学、音乐、动漫、戏剧等形式。,842,395.9万,,1778654399996,search_creators_2026-05-13.csv
6569466125,CCS滋滋,f,https://wx4.sinaimg.cn/orj480/007aAOf3ly8i3ex45l0daj30f00f0dg8.jpg,图片视频源于网络 侵删,1300,5.2万,,1778654403464,search_creators_2026-05-13.csv
7515122504,我的李豆奶呐,f,https://wx3.sinaimg.cn/orj480/008cAGFily8ia16hcylu8j30u00u077w.jpg,「三分钟热度就有三分钟收获」 我的电子日记本。 写点个人成长+搞钱小笔记。,388,2160,,1778654406943,search_creators_2026-05-13.csv
1893711543,娱乐有饭,f,https://wx4.sinaimg.cn/orj480/00249OSzly8h8v3wogxe8j60u00u0dia02.jpg,快来做娱乐圈的大胃王，让我们用深扒精神喂饱你。快带上你的饭圈好友来这里，独家安利福利享不停。,3354,1264.8万,,1778654410481,search_creators_2026-05-13.csv
5542063460,老孙聊科技,m,https://wx1.sinaimg.cn/orj480/00633VSkly8hu6q0zp29nj30go0godhi.jpg,希望有更多商单，期待和所有品牌合作，静待您的青睐。管住破嘴，不再得罪人，希望您原谅。,417,22.8万,,1778654413911,search_creators_2026-05-13.csv
6874868924,燃气爆汀-_-,f,https://wx1.sinaimg.cn/orj480/007vgfsEly8ibw575q3cqj30u00u040x.jpg,𝘓𝘰𝘷𝘦 𝘸𝘪𝘵𝘩 𝘺𝘰𝘶 ‣ ︎Justin,883,1426,,1778654417356,search_creators_2026-05-13.csv
6021818417,离小懒cc,f,https://wx2.sinaimg.cn/orj480/006zwW3vly8i4x3n5yciuj30u00u0n3w.jpg,爱看小说的宅女子一枚，现有一个可爱的宝宝，每天记录分享宝宝的点点滴滴……,5150,1.1万,,1778654428799,search_creators_2026-05-13.csv
1843633441,搜狐娱乐,m,https://wx3.sinaimg.cn/orj480/0020LHhfly8h8p8t2d8guj602s02s0sj02.jpg,给你一个不一样的娱乐圈！,1469,705.2万,,1778654432342,search_creators_2026-05-13.csv
1761847813,脸红秀兔,m,https://wx2.sinaimg.cn/orj480/6903aa05ly8id1pvlctdzj2080080glo.jpg,活得比你久,499,3.4万,,1778654435765,search_creators_2026-05-13.csv
7332652598,甜椒泡泡,m,https://wx2.sinaimg.cn/orj480/0080f3Uily8ia4649ofmlj30u00u0wgc.jpg,谢谢喜欢！,2843,1.2万,,1778654439171,search_creators_2026-05-13.csv
5820125297,爱种草的安妮,f,https://wx1.sinaimg.cn/orj480/006lSEsFly8icx0ux9n02j60u00u076e02.jpg,知名时尚美妆博主,205,1003.3万,,1778654442656,search_creators_2026-05-13.csv
1771906402,高小卷-,f,https://wx2.sinaimg.cn/orj480/699d2562ly8hfwv650vvej20u00u0dh6.jpg,,876,166.6万,,1778654446070,search_creators_2026-05-13.csv
1063740617,勤劳的铁蛋儿,m,https://wx2.sinaimg.cn/orj480/3f6764c9ly8g3fwzz4kwzj20ro0rowhs.jpg,哥是妳们永远得不到的男人 正能量博主,865,322,,1778654449491,search_creators_2026-05-13.csv
5414716822,迢迢心相系,f,https://wx3.sinaimg.cn/orj480/005UrBcily8icnlzc47mdj30u00u0jyb.jpg,=迢迢寻惘，叫我静子就好|闇を抜け きっときっと 美しく|愿光芒永远照耀着你,2755,411,,1778654452851,search_creators_2026-05-13.csv
1130556244,赵璞,m,https://wx1.sinaimg.cn/orj480/4362eb54ly8gmyzay9e7qj20e80e874v.jpg,车评人🚗 |主持人🎤|马拉松、越野跑跑者🏃‍♂️| 鞋控👟,806,175.2万,,1778654456369,search_creators_2026-05-13.csv
