user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1007614311,0,1,1,19,,0.0012197446110142397,0.0,0,1,0.716607013119801,32.776666666666664,0.0,0.5,0.5
1031927744,1,0,1,11,76000.0,0.0032926645971750766,0.0,2,0,0.2643173730549615,37.285,0.0,0.9379392348012551,0.06698100468093819
1056791535,1,0,1,328,48000.0,0.004329124590255494,0.0,3,0,7.831270203343347,37.34888888888889,0.0,0.9264016127454487,0.057558663677971335
1078779184,1,0,1,24,875000.0,0.002256204604094658,0.0,1,0,0.6755340436086514,35.70305555555556,0.0,0.9218913588240975,0.06659459952939698
1105788770,0,1,1,81,,0.0012197446110142397,0.0,0,1,2.346361478664943,35.41583333333333,0.0,0.5,0.5
1105980861,0,1,1,4,,0.0012197446110142397,0.0,0,1,0.11407806256950227,35.571666666666665,0.0,0.5,0.5
1130556244,1,0,1,52,1752000.0,0.002256204604094658,0.0,1,0,1.31356355975104,36.785,0.0,0.9259848513037034,0.06576234227992356
1167720097,1,0,1,178,2283000.0,0.004329124590255494,0.0,3,0,13.383274725029764,25.877777777777776,0.0,0.9113301538107189,0.062017184657293195
1198290983,1,0,1,14,16000.0,0.0032926645971750766,0.0,3,0,0.38230903559971174,36.005833333333335,0.0,0.907708797714398,0.06689183426135176
1216886517,0,1,1,238,,0.0012197446110142397,0.0,0,1,7.177799759334975,35.01277777777778,0.0,0.5,0.5
1222135407,1,0,1,54,11671000.0,0.002256204604094658,0.0,1,0,1.4754810121537982,36.0,0.0,0.8979368668450002,0.0657028953335326
1228479347,0,1,1,0,,0.0012197446110142397,0.0,0,1,0.0,38.016666666666666,0.0,0.5,0.5
1243432494,0,1,1,0,,0.0012197446110142397,0.0,0,1,0.0,36.29388888888889,0.0,0.5,0.5
1253846303,1,0,1,258,2641000.0,0.004329124590255494,0.0,3,0,9.293550788804556,33.23638888888889,0.0,0.9449926654953288,0.05963930680165487
1257000310,0,1,1,7,,0.0012197446110142397,0.0,0,1,0.2157177809265186,34.79694444444444,0.0,0.5,0.5
1273590234,0,1,1,9,,0.0012197446110142397,0.0,0,1,0.3248246219380629,33.216944444444444,0.0,0.5,0.5
1283431191,1,0,1,515,14767000.0,0.004329124590255494,0.0,3,0,16.57259179307221,34.36416666666667,0.0,0.7736619087192274,0.05200037419041675
1358912827,1,0,1,71,12000.0,0.004329124590255494,0.0,3,0,2.2738750181833316,34.411944444444444,0.0,0.8761545292358586,0.06519759628920946
1409266353,0,1,1,2,,0.0012197446110142397,0.0,0,1,0.12881108891005305,27.425555555555555,0.0,0.5,0.5
1446388662,1,0,1,179,433000.0,0.0032926645971750766,0.0,2,0,6.763017317233404,32.759166666666665,0.0,0.8881081003289962,0.06198746118409772
