user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1008084693,1,0,1,56.0,13000.0,0.007861104198078953,0.0,2,0,4.175173287475439e-15,371.3497222222222,0.0,0.9164780658110684,0.1880076170298602
1101298677,1,0,1,14.0,191.0,0.007861104198078953,0.0,2,0,7.092074496071296e-18,421.2661111111111,0.0,0.9207367068646509,0.21306613173154912
1105628880,1,2,3,148.0,24000.0,0.005386433368539768,0.0,1,0,7.139469979155685e-17,421.75388888888887,0.026944444444438886,0.8506324970332892,0.1384872189289036
1151243311,1,0,1,821.0,2782000.0,0.010335775027618135,0.0,3,0,6.293363770604006e-16,417.12388888888887,0.0,0.8229478611890922,0.26841532932233036
1216826604,1,0,1,915.0,462000.0,0.007861104198078953,0.0,2,0,4.056245432390099e-16,422.60027777777776,0.0,0.8250551695567431,0.32449867174991986
1273590234,0,1,1,3.0,,0.002911762539000584,0.0,0,1,1.5960516353010973e-18,420.7761111111111,0.0,0.5,0.5
1280846847,1,0,1,0.0,,0.002911762539000584,0.0,0,0,0.0,421.92833333333334,0.0,0.8818662473198788,0.2214189699654454
1284678357,1,0,1,69.0,,0.007861104198078953,0.0,2,0,4.7739029393151495e-17,418.1488888888889,0.0,0.8740694285703263,0.18025141009838508
1288429914,1,0,1,0.0,2455000.0,0.002911762539000584,0.0,0,0,0.0,423.24361111111114,0.0,0.8694473693744794,0.2214189699654454
1366047955,1,0,1,82.0,,0.010335775027618135,0.0,3,0,3.620694391008533e-17,422.64,0.0,0.8512618062967282,0.17249520316690994
1371701597,1,0,1,85.0,1755000.0,0.005386433368539768,0.0,1,0,4.4943218127778285e-14,351.7602777777778,0.0,0.9207367068646509,0.17070530925964647
1420157965,2,1,3,568.0,10632000.0,0.007861104198078953,0.0,2,0,3.3605066007865874e-16,418.5827777777778,1.2647222222222467,0.9019712593438347,0.15452750732708154
1432940233,0,1,1,2.0,,0.002911762539000584,0.0,0,1,9.22281784625659e-19,422.2058333333333,0.0,0.5,0.5
1497087080,1,0,1,6.0,12921000.0,0.005386433368539768,0.0,1,0,2.900308646735439e-17,398.7088888888889,0.0,0.8612454281177917,0.21783918215091844
1526112400,0,1,1,1.0,,0.002911762539000584,0.0,0,1,4.395167560980792e-19,422.68611111111113,0.0,0.5,0.5
1554226303,1,0,1,267.0,3055000.0,0.010335775027618135,0.0,3,0,3.1139372556214685e-16,412.9272222222222,0.0,0.7712876536136148,0.06211841221899458
1598078571,1,0,1,0.0,1298000.0,0.002911762539000584,0.0,0,0,0.0,422.13,0.0,0.8852052448493186,0.2214189699654454
1638620395,1,1,2,186.0,,0.007861104198078953,0.0,2,0,9.06340651308519e-17,421.64972222222224,0.1786111111110813,0.8874245225034889,0.1134287042272147
1644088831,1,0,1,1547.0,9986000.0,0.008273549336335484,0.0,3,0,1.9873885046947136e-15,411.9602777777778,0.0,0.8319833731430937,0.7015696548800956
1644489953,1,0,1,1.0,20038000.0,0.002911762539000584,0.0,0,0,4.2423474796086024e-19,423.04,0.0,0.884914431702437,0.22082233866302425
1655444627,1,3,4,545.0,,0.002911762539000584,0.0,0,0,3.891252125936445e-16,417.8305555555556,0.1652777777777601,0.8777075298127095,0.0965855142250351
1663010745,1,0,1,235.0,14601000.0,0.010335775027618135,0.0,3,0,1.8795461448478189e-16,416.69916666666666,0.0,0.8853825735903024,0.08121061389647183
1668672472,1,1,2,38.0,,0.007861104198078953,0.0,2,0,2.171542458480055e-17,420.06055555555554,0.007499999999993179,0.8463605844814132,0.1999402430782835
1671109627,1,0,1,513.0,,0.007861104198078953,0.0,2,0,3.6598241904130754e-16,417.84222222222223,0.0,0.7679777481708778,0.08465288817661182
1699432410,2,0,2,3032.0,113999999.99999999,0.01074822016587467,0.0,4,0,3.1176604555917744e-15,409.01222222222225,7.506388888888864,0.8493762279560281,0.6016912586792118
1708763410,1,0,1,2.0,,0.002911762539000584,0.0,0,0,1.1297678710655619e-18,420.1766666666667,0.0,0.8368776034955046,0.2202257073606031
1731969503,0,1,1,5.0,,0.002911762539000584,0.0,0,1,2.60951408786747e-18,420.96805555555557,0.0,0.5,0.5
1734530730,2,0,2,9875.0,20731000.0,0.015697561824953035,0.0,6,0,6.741282948658823e-15,418.11611111111114,1.5930555555555088,0.8531799866230245,0.7201225722098128
1767095754,0,1,1,978.0,,0.002911762539000584,0.0,0,1,5.341964024283221e-16,420.5127777777778,0.0,0.5,0.5
1771878003,2,0,2,538.0,276000.0,0.015285116686696505,0.0,5,0,1.4938919558881871e-15,404.24305555555554,0.2233333333333576,0.7553803152444643,0.14677130039560637
1774057271,1,0,1,39.0,8941000.0,0.005386433368539768,0.0,1,0,2.263025582955574e-17,419.90805555555556,0.0,0.9207367068646509,0.19815034917102
1774097583,0,1,1,0.0,,0.002911762539000584,0.0,0,1,0.0,419.8883333333333,0.0,0.5,0.5
1783166410,0,1,1,5.0,,0.002911762539000584,0.0,0,1,3.994038680745844e-18,416.71166666666664,0.0,0.5,0.5
1784473157,2,0,2,264.0,81807000.0,0.010335775027618135,0.0,3,0,1.7254413152496847e-16,417.6272222222222,4.046388888888885,0.8899202517369054,0.14266363804585175
1789681642,1,3,4,68.0,2779000.0,0.002911762539000584,0.0,0,0,3.877122190523572e-17,420.0836111111111,0.790833333333353,0.8939934534921912,0.18084804140080626
