user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1252022805,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,19.36722222222222,0.0,0.5,0.24287305763286565
1497087080,1,0,1,1,12917000.0,0.010935123245412681,0.0,0,0,0.1320158439950445,20.248333333333335,0.0,0.5,0.24147732171493594
1542817250,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,19.36722222222222,0.0,0.5,0.24287305763286565
1623886424,2,0,2,30,31687000.0,0.010935123245412681,0.0,0,0,5.001236782854719,10.061944444444444,23.72027777777778,0.5,0.22193701886391998
1644358851,1,0,1,0,5347000.0,0.020229517982581317,0.0,1,0,0.0,20.246388888888887,0.0,0.5,0.24287305763286565
1668671372,0,2,2,0,,0.010935123245412681,0.0,0,2,0.0,20.88111111111111,0.0,0.5,0.24287305763286565
1699016832,1,0,1,255,1208000.0,0.07599588640559314,0.0,8,0,31.456224424482002,20.926666666666666,0.0,0.5,0.11303960143921056
1748075785,1,0,1,17,4532000.0,0.020229517982581317,0.0,1,0,5.652995413074474,11.010277777777778,0.0,0.5,0.21914554702806058
1751714412,1,0,1,42,4402000.0,0.020229517982581317,0.0,1,0,7.0263658142764385,17.88,0.0,0.5,0.18425214907981782
1757381295,1,0,1,106,1633000.0,0.010935123245412681,0.0,0,0,25.710804608492456,14.165277777777778,0.0,0.5,0.09492505033231632
1795221727,0,1,1,141,,0.010935123245412681,0.0,0,1,123.2487085809178,1.3455555555555556,0.0,0.5,0.046074293204776455
1809985764,0,1,1,12,,0.010935123245412681,0.0,0,1,10.503830321023779,1.3316666666666668,0.0,0.5,0.22612422661770912
1860640491,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,15.037222222222223,0.0,0.5,0.24287305763286565
1933726414,1,0,1,0,3508.0,0.010935123245412681,0.0,0,0,0.0,20.03388888888889,0.0,0.5,0.24287305763286565
2028810631,18,0,18,2244,108000000.0,0.010935123245412681,0.0,0,0,590.0309530480532,7.644444444444445,15.159444444444443,0.5,0.2230192561527329
2299681083,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,21.61888888888889,0.0,0.5,0.24287305763286565
2638669800,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,15.81638888888889,0.0,0.5,0.24287305763286565
2744574125,0,2,2,4,,0.010935123245412681,0.0,0,2,0.771514291286009,16.456944444444446,0.0,0.5,0.24008158579700623
2803301701,4,0,4,7699,158000000.0,0.010935123245412681,0.0,0,0,2132.819980099058,10.501944444444444,12.33361111111111,0.5,0.6228172568212665
3050065475,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,15.96861111111111,0.0,0.5,0.24287305763286565
3163391664,0,2,2,4,,0.010935123245412681,0.0,0,2,0.5088114002261762,20.619722222222222,0.0,0.5,0.24008158579700623
3536857995,1,1,2,5,1186.0,0.010935123245412681,0.0,0,0,0.6373406611690664,20.59888888888889,0.013611111111110574,0.5,0.23938371783804138
3588993131,0,1,1,3,,0.010935123245412681,0.0,0,1,2.400611267650918,2.2288888888888887,0.0,0.5,0.2386858498790765
3598120130,1,0,1,0,225.0,0.010935123245412681,0.0,0,0,0.0,21.405833333333334,0.0,0.5,0.24287305763286565
3806605737,0,1,1,2,,0.010935123245412681,0.0,0,1,0.4145214331839418,15.737777777777778,0.0,0.5,0.24008158579700623
3951018728,0,1,1,12,,0.010935123245412681,0.0,0,1,8.547889646963004,3.3922222222222222,0.0,0.5,0.22612422661770912
5217219375,1,0,1,0,433.0,0.010935123245412681,0.0,0,0,0.0,21.621111111111112,0.0,0.5,0.24287305763286565
5362528611,0,1,1,9,,0.010935123245412681,0.0,0,1,4.198022017840088,7.626111111111111,0.0,0.5,0.23031143437149826
5379900021,0,2,2,0,,0.010935123245412681,0.0,0,2,0.0,16.465555555555557,0.0,0.5,0.24287305763286565
5400501139,1,2,3,19,1009000.0,0.010935123245412681,0.0,0,0,4.69282361670194,13.980833333333333,0.033333333333333215,0.5,0.23403339681931082
5409306145,0,2,2,2,,0.010935123245412681,0.0,0,2,0.38567143135702386,16.45916666666667,0.0,0.5,0.24147732171493594
5531920908,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,21.116944444444446,0.0,0.5,0.24287305763286565
5694061417,1,0,1,0,264.0,0.010935123245412681,0.0,0,0,0.0,21.764444444444443,0.0,0.5,0.24287305763286565
5707886028,1,0,1,12,229000.0,0.020229517982581317,0.0,2,0,1.5568809481012953,20.42222222222222,0.0,0.5,0.22612422661770912
5709494020,0,1,1,8,,0.010935123245412681,0.0,0,1,5.559283980353529,3.6397222222222223,0.0,0.5,0.23170717028942797
5827652494,1,0,1,4182,281000.0,0.010935123245412681,0.0,0,0,1327.231450590272,11.476944444444445,0.0,0.5,1.0
6100674073,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,21.570555555555554,0.0,0.5,0.24287305763286565
6120483044,1,0,1,80,1460000.0,0.020229517982581317,0.0,1,0,9.530780701059967,21.275,0.0,0.5,0.1312141841984888
6150310142,0,1,1,0,334000.0,0.010935123245412681,0.0,0,1,0.0,15.852222222222222,0.0,0.5,0.24287305763286565
6193203780,1,0,1,10,1029000.0,0.010935123245412681,0.0,0,0,2.0734709321776497,15.733611111111111,0.0,0.5,0.22891569845356854
6241435238,0,1,1,0,,0.010935123245412681,0.0,0,1,0.0,16.38138888888889,0.0,0.5,0.24287305763286565
6263622037,1,0,1,48,27000.0,0.010935123245412681,0.0,0,0,5.875296732788582,21.004444444444445,0.0,0.5,0.17587773357223954
6290208209,0,2,2,16,,0.010935123245412681,0.0,0,2,3.093867899608548,16.43166666666667,0.0,0.5,0.23170717028942797
