user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1046904460,1,0,1,167,1221000.0,0.006594546697105931,0.0,3,0,3.7830160571426688,37.874722222222225,0.0,0.9492615217363035,0.08920270010962995
1088457184,0,1,1,0,,0.0018580597705498034,0.0,0,1,0.0,41.710277777777776,0.0,0.5,0.5
1091852150,0,1,1,11,,0.0018580597705498034,0.0,0,1,2.5472297189710567,14.62888888888889,0.0,0.5,0.5
1203063675,1,0,1,222,14000.0,0.0035297610387460838,0.0,2,0,4.0152276615322595,40.12583333333333,0.0,0.8922080049790657,0.0732739975360463
1267454277,1,3,4,1137,23245000.0,0.0018580597705498034,0.0,0,0,29.0434452355114,36.672222222222224,0.030833333333333712,0.931436895978855,0.17637221370811923
1269870303,1,1,2,279,10839000.0,0.0050157177215872225,0.0,2,0,6.911869086850376,36.97888888888889,0.03305555555555628,0.8586897367869203,0.05879335883278844
1288429914,2,0,2,0,2456000.0,0.0018580597705498034,0.0,0,0,0.0,43.15138888888889,0.09388888888889113,0.901576270066849,0.1375680333785112
1314608344,1,0,1,22,40523000.0,0.0018580597705498034,0.0,0,0,0.21389054217542286,46.333333333333336,0.0,0.9178853032736533,0.13119655234907773
1323036545,0,1,1,0,,0.0018580597705498034,0.0,0,1,0.0,45.670833333333334,0.0,0.5,0.5
1393744924,0,1,1,0,,0.0018580597705498034,0.0,0,1,0.0,45.647777777777776,0.0,0.5,0.5
1442602335,0,1,1,0,,0.0018580597705498034,0.0,0,1,0.0,40.714166666666664,0.0,0.5,0.5
1496814565,1,0,1,379,34126000.0,0.006594546697105931,0.0,3,0,7.380707774486111,39.38666666666666,0.0,0.8879008897158129,0.02780479200781662
1615143092,0,1,1,0,,0.0018580597705498034,0.0,0,1,0.0,41.42194444444444,0.0,0.5,0.5
1642904381,1,0,1,557,,0.006594546697105931,0.0,3,0,8.815973441987454,41.46,0.0,0.9241849044211325,0.023746281775781364
1650933515,2,2,4,316,,0.00904440816082983,3.9786743057213336e-05,2,1,5.507151261497352,38.65222222222222,2.3674999999999997,0.9145190700344235,0.09311247255950957
1651428902,1,0,1,22,19893000.0,0.006594546697105931,0.0,3,0,0.5306798091690177,37.24638888888889,0.0,0.9020998113051253,0.13119655234907773
1653859610,1,0,1,0,60000.0,0.0018580597705498034,0.0,0,0,0.0,42.01972222222222,0.0,0.9408707847178646,0.1375680333785112
