user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1003462261,0,1,1,34,,0.0028878678446796827,0.0,0,1,9.386435613174857e-25,588.5172222222222,0.0,0.5,0.13113616701963438
1056791535,1,0,1,416,46000.0,0.01515913420315775,0.0,5,0,8.858632427290597e-23,568.0875,0.0,0.5,0.6496372065744589
1067012895,0,1,1,1,,0.0028878678446796827,0.0,0,1,1.950909650379846e-26,591.9891666666666,0.0,0.5,0.19858517573326023
1084911355,0,1,1,6,,0.0028878678446796827,0.0,0,1,1.7239821081410362e-25,588.1175,0.0,0.5,0.18836562895846845
1091858410,1,0,1,24,1936000.0,0.0028878678446796827,0.0,0,0,4.572138575059803e-06,154.73583333333335,0.0,0.5,0.15157526056921797
1200344285,0,1,1,0,,0.0028878678446796827,0.0,0,1,0.0,155.80138888888888,0.0,0.5,0.2006290850882186
1215349161,0,1,1,10,,0.0028878678446796827,0.0,0,1,1.8316308815283513e-06,155.1288888888889,0.0,0.5,0.18018999153863502
1233175087,0,1,1,5,,0.0028878678446796827,0.0,0,1,1.544119934196318e-25,587.3961111111112,0.0,0.5,0.1904095383134268
1341416783,0,1,1,6,,0.0028878678446796827,0.0,0,1,1.952225741203066e-25,586.8741666666666,0.0,0.5,0.18836562895846845
1350209452,0,1,1,3,,0.0028878678446796827,0.0,0,1,5.6187022711272205e-25,569.3713888888889,0.0,0.5,0.19449735702334353
1354772407,1,0,1,21,180000.0,0.010250627659766523,0.0,3,0,6.627904238679261e-25,587.1786111111111,0.0,0.5,0.15770698863409305
1403915120,1,0,1,38,6854000.0,0.017613387474853363,0.0,6,0,1.0642171970942307e-24,588.3738888888889,0.0,0.5,0.12296052959980094
1497087080,1,0,1,1,12919000.0,0.0028878678446796827,0.0,0,0,2.4511897745761916e-26,589.7063888888889,0.0,0.5,0.19858517573326023
1612698873,0,1,1,1,,0.0028878678446796827,0.0,0,1,1.737661242174868e-07,155.65555555555557,0.0,0.5,0.19858517573326023
1619833372,0,1,1,262,,0.0028878678446796827,0.0,0,1,1.6341245183904413e-23,580.3669444444445,0.0,0.5,0.3348751659108715
1635418367,0,1,1,15,,0.0028878678446796827,0.0,0,1,5.2077596212941085e-25,586.2252777777778,0.0,0.5,0.1699704447638432
1642634100,1,0,1,124,23786000.0,0.017613387474853363,0.0,6,0,7.5006558555738e-24,580.6733333333333,0.0,0.5,0.05281567492661796
1708877153,1,0,1,3381,2492000.0,0.01515913420315775,0.0,5,0,2.1588520592095806e-22,580.1322222222223,0.0,0.5,1.0
1714800385,1,0,1,0,1228000.0,0.0028878678446796827,0.0,0,0,0.0,586.185,0.0,0.5,0.2006290850882186
1735937570,1,0,1,0,11272000.0,0.0028878678446796827,0.0,0,0,0.0,586.6463888888889,0.0,0.5,0.2006290850882186
1736018770,0,1,1,5,,0.0028878678446796827,0.0,0,1,1.4518564023560305e-25,588.0122222222222,0.0,0.5,0.1904095383134268
1744332207,2,0,2,495,6609000.0,0.02252189401824459,0.0,8,0,1.858431981178889e-23,584.6102777777778,2.6836111111110768,0.5,0.3052384802639753
1774057271,1,0,1,39,,0.005342121116375296,0.0,1,0,1.1132972417541694e-24,588.1827777777778,0.0,0.5,0.1209166202448426
1788753197,0,1,1,2,,0.0028878678446796827,0.0,0,1,6.75776984972963e-26,586.4966666666667,0.0,0.5,0.19654126637830188
1801122223,1,0,1,216,,0.010250627659766523,0.0,3,0,4.471551975869409e-23,568.37,0.0,0.5,0.24085533558278704
1801487174,1,0,1,7,2985000.0,0.0028878678446796827,0.0,0,0,2.756708715909767e-25,584.965,0.0,0.5,0.1863217196035101
1819641555,0,1,1,78,,0.0028878678446796827,0.0,0,1,2.8205883642454784e-24,585.8180555555556,0.0,0.5,0.04120415540146657
1826939722,1,0,1,69,1218.0,0.005342121116375296,0.0,1,0,2.3129178074236637e-24,586.5763888888889,0.0,0.5,0.0595993395960918
1847608705,0,1,1,3,,0.0028878678446796827,0.0,0,1,7.013609559535122e-26,590.1797222222223,0.0,0.5,0.19449735702334353
1865274321,0,1,1,129,,0.0028878678446796827,0.0,0,1,3.734361518441925e-24,588.0427777777778,0.0,0.5,0.06303522170140977
1871802012,1,0,1,37,2206000.0,0.012704880931462137,0.0,4,0,1.246996577714444e-24,586.5222222222222,0.0,0.5,0.1250044389547593
1893892941,1,0,1,54,11445000.0,0.02252189401824459,0.0,8,0,2.1416018053163348e-24,584.8947222222222,0.0,0.5,0.09025797992046719
1924558143,1,0,1,6316,5590000.0,0.017613387474853363,0.0,6,0,0.002484079603146975,147.48694444444445,0.0,0.5,1.0
1948439650,0,1,1,1,,0.0028878678446796827,0.0,0,1,2.6645041316995803e-26,588.8719444444445,0.0,0.5,0.19858517573326023
1957130915,0,1,1,1,,0.0028878678446796827,0.0,0,1,3.160092523421875e-26,587.1661111111111,0.0,0.5,0.19858517573326023
1959444680,1,0,1,0,2147000.0,0.0028878678446796827,0.0,0,0,0.0,588.2519444444445,0.0,0.5,0.2006290850882186
2000016880,1,0,1,2,10031000.0,0.0028878678446796827,0.0,0,0,5.689585373681688e-26,588.2172222222222,0.0,0.5,0.19654126637830188
2000613232,0,1,1,10,,0.0028878678446796827,0.0,0,1,1.7486110188916977e-24,570.0580555555556,0.0,0.5,0.18018999153863502
2015656601,0,1,1,18,,0.0028878678446796827,0.0,0,1,3.7773590478600345e-24,568.2338888888889,0.0,0.5,0.16383871669896813
2035121783,0,1,1,0,,0.0028878678446796827,0.0,0,1,0.0,587.4847222222222,0.0,0.5,0.2006290850882186
2057392851,1,0,1,3,,0.0028878678446796827,0.0,0,0,7.524034406219338e-26,589.4772222222222,0.0,0.5,0.19449735702334353
2083039137,0,1,1,20,,0.0028878678446796827,0.0,0,1,1.2458303846239508e-24,580.3797222222222,0.0,0.5,0.15975089798905143
2103400204,0,1,1,16,,0.0028878678446796827,0.0,0,1,4.509258437668753e-25,588.3108333333333,0.0,0.5,0.16792653540888486
2113940895,0,1,1,9,,0.0028878678446796827,0.0,0,1,2.0990041401975754e-25,590.2038888888889,0.0,0.5,0.18223390089359337
2118120483,1,0,1,1,,0.0028878678446796827,0.0,0,0,2.99264275714513e-26,587.7105555555555,0.0,0.5,0.19858517573326023
2217272043,0,1,1,41,,0.0028878678446796827,0.0,0,1,1.4322593857708793e-24,586.1636111111111,0.0,0.5,0.11682880153492586
2268457785,0,1,1,110,,0.0028878678446796827,0.0,0,1,3.841473169741187e-24,586.1666666666666,0.0,0.5,0.024200943957200932
