user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,nickname,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1039563187,0,1,1,5,1117.0,昵称总是被占用_,0.0018756643311591621,0.0,0,1,0.20060942492194855,32.15833333333333,0.0,0.5,0.5
1060387602,3,0,3,1755,46000.0,平原跑马,0.013038926960296602,0.0,7,0,72.47239432148947,31.15277777777778,2.3161111111111126,0.8434003348028818,0.05419602010055762
1093520587,0,1,1,0,294.0,大冢宰上柱国,0.0018756643311591621,0.0,0,1,0.0,34.74444444444445,0.0,0.5,0.5
1108242961,1,0,1,2,367000.0,风的节奏吹,0.0021414562985195775,0.0,1,0,0.06105938431557235,34.89055555555556,0.0,0.9403404928642443,0.14303048027032933
1198034417,0,1,1,6,83.0,啃馒头吖,0.0018756643311591621,0.0,0,1,0.2376154562901838,32.28861111111111,0.0,0.5,0.5
1226379735,0,1,1,0,412000.0,长安搬砖客,0.0018756643311591621,0.0,0,1,0.0,32.06472222222222,0.0,0.5,0.5
1232943361,0,1,1,0,1608.0,肖小小1,0.0018756643311591621,0.0,0,1,0.0,31.752222222222223,0.0,0.5,0.5
1249419685,1,0,1,5,1659000.0,王冬,0.0034704161353216537,0.0,1,0,0.12612538418689512,36.799166666666665,0.0,0.8619378578877668,0.142056138483171
1260293657,0,1,1,172,,,0.0018756643311591621,0.0,0,1,62.6404442317751,10.100833333333334,0.0,0.5,0.5
1263692934,1,0,1,2,432000.0,第一球迷胖哥,0.0034704161353216537,0.0,1,0,0.049419589985016894,37.00555555555555,0.0,0.9091785826926433,0.14303048027032933
1426435874,0,1,1,82,5797.0,加油陈小强,0.0018756643311591621,0.0,0,1,2.9818758447931932,33.141666666666666,0.0,0.5,0.5
1451977335,1,0,1,1,3895000.0,新晚报,0.0018756643311591621,0.0,0,0,0.024254171235805887,37.19166666666667,0.0,0.8853409467136063,0.1433552608660488
1462703011,0,1,1,0,2871.0,从今以后再也不用去买水果和蔬菜,0.0018756643311591621,0.0,0,1,0.0,35.998333333333335,0.0,0.5,0.5
1463946293,1,0,1,40,3879000.0,吴佩,0.006659919743646638,0.0,3,0,1.2513720198133629,34.646388888888886,0.0,0.888643816405475,0.13068881763299026
1485598530,1,0,1,0,1811.0,南台理,0.0018756643311591621,0.0,0,0,0.0,37.100833333333334,0.0,0.9373408325867283,0.14368004146176824
1516170715,0,1,1,1,,,0.0018756643311591621,0.0,0,1,0.030909415138681527,34.76694444444445,0.0,0.5,0.5
1571999832,1,0,1,2882,9378000.0,释不归,0.006659919743646638,0.0,3,0,114.20122212466607,32.28277777777778,0.0,0.9248425173387557,0.7923376354016859
1642591402,2,0,2,1986,45069000.0,新浪娱乐,0.011444175156134112,0.0,6,0,74.24888604680002,31.955,3.295555555555559,0.8999238504196934,0.17882709008764533
1642634100,1,0,1,2060,23788000.0,新浪科技,0.006659919743646638,0.0,3,0,75.68442348534737,33.03888888888889,0.0,0.8177057522682644,0.5253679857202982
1650285095,1,0,1,411,9587.0,白杨笔迹,0.005384118300316644,0.0,3,0,67.24503686511257,18.1025,0.0,0.9242588401826551,0.010195216621074404
1654657755,1,0,1,121,1791000.0,先觉先知-飞哥,0.0018756643311591621,0.0,0,0,4.2317849537349925,33.531666666666666,0.0,0.9403404928642443,0.10438158937971483
1655444627,1,3,4,3682,17985000.0,潇湘晨报,0.0018756643311591621,0.0,0,0,745.474632238395,15.970555555555556,0.044722222222222996,0.9072075490903274,1.0
1667543833,0,1,1,5,301.0,FlyingCaptain_,0.0018756643311591621,0.0,0,1,0.14572900210648487,35.35444444444445,0.0,0.5,0.5
1671109627,2,0,2,606,1158000.0,包容万物恒河水,0.011444175156134112,0.0,6,0,18.4202881944559,34.32527777777778,2.1002777777777766,0.8235986827521102,0.04527152095877498
1679353042,1,0,1,44798,922000.0,优酷体育,0.006659919743646638,0.0,3,0,4737.571234863923,22.46638888888889,0.0,0.8782471649360684,1.0
1699432410,2,0,2,13161,113999999.99999999,新华社,0.00984942335197162,0.0,5,0,439.769457995513,33.458333333333336,1.2602777777777732,0.8013745902309246,1.0
1706596590,1,0,1,76,509000.0,Hai科技,0.005065167939484146,0.0,2,0,2.33033286540797,34.84722222222222,0.0,0.8727745058069705,0.11899671618709005
1720188452,0,1,1,0,141.0,王江波波,0.0018756643311591621,0.0,0,1,0.0,36.50111111111111,0.0,0.5,0.5
1734354244,0,1,1,1,278.0,九染,0.0018756643311591621,0.0,0,1,0.0321021159576984,34.388333333333335,0.0,0.5,0.5
1734530730,1,0,1,19,20748000.0,大河报,0.005065167939484146,0.0,2,0,0.5879154511728804,34.75611111111111,0.0,0.7563289241866846,0.1375092101430987
1751714412,3,0,3,38,4407000.0,大皖新闻,0.0034704161353216537,0.0,1,0,1.1469612882274793,34.833333333333336,2.2833333333333314,0.8253241244046374,0.13956615391598856
1762467461,1,0,1,142,6587.0,咸鱼本不咸,0.005065167939484146,0.0,3,0,4.884413807469795,33.69777777777778,0.0,0.8777705040088735,0.09756119686960638
1771906402,1,0,1,44,1667000.0,高小卷-,0.0034704161353216537,0.0,1,0,1.3926238559881625,34.53,0.0,0.8581746415361031,0.12938969525011246
1789681642,1,1,2,260,2808000.0,第一现场,0.0034704161353216537,0.0,1,0,8.459992589585216,34.25333333333333,1.5372222222222263,0.8729454976614281,0.059237086574711315
1791280543,0,1,1,184,1851.0,iam奔波儿灞,0.0018756643311591621,0.0,0,1,15.17766055565994,24.95111111111111,0.0,0.5,0.5
