user_id,post_count,reply_count,total_actions,total_likes_received,fans_count,pagerank_score,betweenness_score,in_degree_weighted,out_degree_weighted,burst_power,response_speed,active_duration,originality_score,sentiment_intensity
1031927744,1,3,4,39,76000.0,0.0018916088914558314,2.2755562028248754e-06,2,1,1.1333757117987708,35.38361111111111,0.19388888888889255,0.8975298047378764,0.073343741572619
1039838774,1,0,1,30,4002.0,0.0018916088914558314,0.0,2,0,1.3508755492341653,31.004444444444445,0.0,0.8476047154933085,0.07483544385790009
1044204845,0,2,2,4,,0.0007002097133149335,0.0,0,2,0.17953883593513129,29.872777777777777,2.4811111111111117,0.5,0.5
1048027274,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,33.15277777777778,0.0,0.5,0.5
1078779184,1,0,1,19,875000.0,0.0007002097133149335,0.0,0,0,0.5622018363409284,35.20333333333333,0.0,0.9371945761898763,0.07665863553991029
1094668117,0,1,1,4,,0.0007002097133149335,0.0,0,1,0.10558851861263756,36.345,0.0,0.5,0.5
1110801390,1,0,1,0,614.0,0.0007002097133149335,0.0,0,0,0.0,35.45805555555555,0.0,0.9475797076303826,0.079807784808837
1119228150,0,1,1,8,,0.0007002097133149335,0.0,0,1,0.23281691594641704,35.36944444444445,0.0,0.5,0.5
1130556244,1,0,1,113,1752000.0,0.002487308480526281,0.0,3,0,3.2011141779794445,35.638888888888886,0.0,0.7824766711785811,0.06107863389364126
1152901931,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,34.843333333333334,0.0,0.5,0.5
1154814715,2,0,2,150,3631000.0,0.0036787076586671788,0.0,5,0,5.584894022714416,32.841388888888886,0.6625000000000014,0.9309846649380691,0.06737693243149469
1157539917,1,0,1,243,1162000.0,0.002487308480526281,0.0,3,0,8.641612705424029,33.36472222222222,0.0,0.9340869110731901,0.039531823106247914
1164383503,0,1,1,1,,0.0007002097133149335,0.0,0,1,0.027533244566345736,35.923611111111114,0.0,0.5,0.5
1181714847,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,34.01722222222222,0.0,0.5,0.5
1192966660,1,0,1,2775,9005000.0,0.002487308480526281,0.0,3,0,318.7408048103584,21.64027777777778,0.0,0.9164775993469985,0.38013375315282855
1205170390,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,32.90972222222222,0.0,0.5,0.5
1221530977,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,33.160555555555554,0.0,0.5,0.5
1222135407,2,0,2,176,11670000.0,0.002487308480526281,0.0,3,0,24.075137093509692,18.0,17.168888888888887,0.9465688412652316,0.06522225135275536
1232637712,1,0,1,10,2551.0,0.0012959093023853824,0.0,1,0,0.36082602881389125,33.21944444444444,0.0,0.8438272637075892,0.07815033782519136
1245296155,1,0,1,66,497000.0,0.0007002097133149335,0.0,0,0,1.88720931780793,35.54555555555555,0.0,0.7756238031057394,0.06886863471677578
1249424622,1,0,1,145,13075000.0,0.0007002097133149335,0.0,0,0,12.143779650341209,24.799166666666668,0.0,0.9238687788374014,0.05577480354597521
1251562775,0,2,2,0,,0.0007002097133149335,0.0,0,2,0.0,33.608333333333334,0.004166666666662877,0.5,0.5
1267454277,1,3,4,395,23244000.0,0.0007002097133149335,0.0,0,0,12.387465666230476,34.6175,0.07361111111111285,0.9596445403853759,0.0188137358106774
1273590234,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,33.50694444444444,0.0,0.5,0.5
1281836535,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,19.44361111111111,0.0,0.5,0.5
1288429914,1,0,1,0,2456000.0,0.0007002097133149335,0.0,0,0,0.0,37.16,0.0,0.9146607016469075,0.079807784808837
1298275913,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,35.73305555555555,0.0,0.5,0.5
1302044284,0,1,1,1,,0.0007002097133149335,0.0,0,1,0.02562694066530189,36.64111111111111,0.0,0.5,0.5
1340333570,1,0,1,0,1943000.0,0.0007002097133149335,0.0,0,0,0.0,37.522777777777776,0.0,0.8076287621889422,0.079807784808837
1341416783,0,1,1,47,,0.0007002097133149335,0.0,0,1,1.213129224502236,36.56944444444444,0.0,0.5,0.5
1370427435,0,1,1,1,,0.0007002097133149335,0.0,0,1,0.03215745057075414,34.37111111111111,0.0,0.5,0.5
1375901554,0,1,1,0,,0.0007002097133149335,0.0,0,1,0.0,36.58888888888889,0.0,0.5,0.5
