note_id,text,label,置信度,data_type
5297343323703993, 今天暗河传官宣将会拍第二部真的非常好奇之后的故事走向了同时许愿一个原班人马一定要是原班人马啊啊啊 燥候这个苏暮雨和苏昌河带领暗河走向彼岸 ,0,0.93175208568573,posts
5297323926094161, 月洒暮雨洗远途傀影绰绰映暗河极地地狱可见光明 出品有可能影业盛阁影视联合出品总导演导演 原著总编剧 纵前路仍远亦坚定所向 ,0,0.9124011397361755,posts
5297338077938121,谁懂啊真的被暗河传2狠狠拿捏住了第一季收官还没熬多久第二季就直接安排上了今天看了发出的官宣海报还是熟悉的感觉海报图上的人物一手执伞一手拿剑老师这是我们家龚俊演的苏暮雨吧能不能快点官宣阵容别再吊我胃口了啊 ,0,0.8003751635551453,posts
5297360092791267,龚俊大男主太牛了带火了纳米ip暗河传龚俊苏暮雨武侠剧大爆剧暗河传夯爆了 ,0,0.958640456199646,posts
5297339585530658,优酷2026年度片单暗河传2正式发布概念海报可以看得出暗河传是赚钱了的不然优酷也不会开第二部毕竟龚俊暗河传全集有广而且超点之后也加了广足以说明暗河传真的赚太多了这次官宣暗河传2龚俊如果回归我相信真果粒还会一直投广如果捧其他人了那肯定无人在意了 ,0,0.6733108162879944,posts
5297360345235468,暗河传2官宣只接受龚俊苏暮雨187肩宽腰细腿长像漫画里走出来的打戏兼具力量感和美感哭戏又极具感染力完全演技大赏啊 ,0,0.9778849482536316,posts
5297401686657856,一定要原班人马啊  我的小木鱼 ,0,0.6154226660728455,posts
5297295734082077,5月11日法拉第未来Faraday Future简称quotFFquot宣布一系列人事调整公司董事会任命公司创始人贾跃亭先生为FF全球CEOJerry Wang为FF全球执行董事长同意Matthias Aydt辞去全球CoCEO职务并任命独立董事Chad Chen为首席独立董事Matthias Aydt将暂时以内部顾问身份继续服务于公司具体新职务正与公司管理层另行商议中公司对Matthias多年来对FF的付出表示由衷的感谢以上任命及调整已于2026年5月5日起生效,2,0.8246942162513733,posts
5297289931000321,周报0541董事会任命贾跃亭担任全球CEO任命Jerry担任全球执行董事长创始人模式创业精神创业文化精神创始团队终极回归希望2年内实现过去12年未完成的承诺向投资人和股东股民交出满意答卷 2FF将正式升级为物理AI 生态公司聚焦人形和仿生机器人以及汽车机器人两大具身智能机器人产品首阶段将以人形和仿生机器人为主汽车机器人为辅分阶段策略助力公司高度聚焦快速成长和快速产生正向经营性现金流的机器人业务实现股东股民利益最大化 3El Segundo 市长消防局长 Ryan AlleeEl Segundo 教育基金会El Segundo 联合学区及商会等政府官员及合作伙伴代表出席FF 12周年庆典暨剪彩仪式     贾跃亭的微博视频,0,0.8525630235671997,posts
5297351843383552,贾跃亭被任命为FF全球CEO同时宣布FF也正式升级为物理AI 生态系统公司专注于两大产品线人形仿生机器人以及汽车机器人 ,2,0.7551326155662537,posts
5297352558775775,加再多的头衔也改不了他是个老赖的事实骗走一堆人的血汗钱躲在国外当万年王八成天吹牛逼要还清债务到现在也不敢回国估计也是知道不少人想吃他肉饮他血FF才是纯纯杂牌电车永远活在PPT里没了贾跃亭的乐视现在风生水起有了贾跃亭的FF没有一辆落地车永远在换故事忽悠投资人现在看见他就恶心反胃,1,0.8521670699119568,posts
5297361175186331,如果FF这个车在国内顺利下线大家觉得帅不帅能卖多少钱 ,2,0.6872057318687439,posts
5297401598576712, FF的股价最近都跌到04美元了每到这种时候贾跃亭就会搞个大新闻然后股价就会涨起来一点 ,2,0.46474313735961914,posts
5297400823415200,关键看产品硬不硬 ,2,0.6644290089607239,posts
5297400686054037,贾跃亭啥时候回国呀 ,2,0.8901035189628601,posts
5297099675536188,笑晕 村驴已经瘦了二十几斤了 评论求她出做减脂餐的教程 ,2,0.41571754217147827,posts
5297384563150616,我的宝藏做饭博主终于被发现了吗村驴老师的教程真的是保姆级别的 ,0,0.7599998116493225,posts
5297384243857537,大家快去跟村驴老师做这个水嫩鸡排无科技少油健康减脂期的姐妹们必冲啊 垂耳兔wv的微博视频 ,0,0.8605576753616333,posts
5297380899688035,我单纯是懒烫个青菜就吃了 ,2,0.8966963887214661,posts
5297387083928013,这个配方巨巨好吃水嫩鸡排复刻成功新学来的水嫩鸡排真的好好吃 这个配方确实很不错口感非常的嫩今天这个做法是800g减量版本的能吃个23次 村驴减脂餐教程 ,0,0.9652031660079956,posts
5297392326544814,村驴老师做的菜看起来都超好吃 教程也很详细 夏天了可以一起来学习村驴老师版本的鸡胸肉沙拉 姝慧子茗的微博视频 ,0,0.9639344811439514,posts
5297385263858401,嫩得像鱼片一样的葱油鸡做法教程还有为什么很多人觉得这个博主表情夸张那是因为他们都没有饿过锻炼完之后吃什么都是香的我只想说博主这样的表情毫不夸张我吃到做的很好吃的东西也会这样啊 ,0,0.6547937989234924,posts
5297383801880648,村驴减脂餐教程她的减脂餐真的有用吗教程学会了 是真的能瘦吗 ,2,0.667668879032135,posts
5297353180842501,后台备战的王楚钦看到队伍夺冠激动地跑出去和大家一起庆祝 芝士焗星星i的微博视频 ,0,0.8834763765335083,posts
5297345841335106,谁又能说稳赢我们稳吃我们呢 冠军是我们中国男乒的松岛啪啪打脸王皓教练演我们看那傲娇的眼神儿哈哈王楚钦打的松岛辉空都不想跟头哥击掌了哈哈哈哈哈 欢乐福满家的微博视频 ,0,0.6319602131843567,posts
5297340262909799,王皓我的队员我信 王楚钦绝境封神 体育说是圈的微博视频 ,0,0.6585637331008911,posts
5297287523469552,2026伦敦世乒赛男团决赛   3比0战胜日本队夺得冠军赛后王楚钦接受采访时表示感谢中国乒乓球队一切都是值得的央视频号奥运来了      央视频的微博视频  ,0,0.9514575004577637,posts
