note_id,text,label,置信度,data_type
5285812134478949,4月9日外交部发言人毛宁主持例行记者会俄罗斯卫星社记者提问伊朗议长卡利巴夫8日列举伊朗10项停火条款中已遭到违反的3项称可行的谈判基础在伊朗与美国谈判还没开始前就遭到公然破坏其中包括以色列袭击黎巴嫩的情况中方对此有何评论毛宁表示我们希望有关方面能够抓住和平的机会通过对话协商弥合分歧推动海湾和中东地区早日恢复和平稳定 记者 周经纬视频澎湃新闻   北京日报的微博视频,2,0.8331320285797119,posts
5285839695512272,与世界逆行了以色列不停火仍持续轰炸黎巴嫩多国谴责以色列的犯罪行为美伊都停火了就以色列还在持续并且加大了空袭黎巴嫩的力度仅4月8日一天就造成了黎巴嫩约2000死伤至少254人死亡以色列这种毫无人性的行为连欧洲多国都看不下去了目前已有多个国家的高层或者代表谴责了以色列的犯罪行为要求以色列立即停止空袭黎巴嫩其中西班牙首相是直接下场谴责并表示对于以色列这些犯罪行为绝不该逍遥法外,1,0.8025204539299011,posts
5285838583235213,美国总统特朗普8日在社交媒体上发文称美国媒体发布了一份关于伊朗停火谈判的完全虚假的10项条款其目的是诋毁参与和平进程的相关人员这10点内容纯属捏造的骗局据美国媒体8日的消息伊朗提出的10项条款分别是1美国保证不侵犯伊朗2伊朗控制霍尔木兹海峡3结束地区所有战线上的战争包括与黎巴嫩真主党的战争4从该地区所有基地和部署点撤出美国作战部队5向伊朗支付赔偿金6接受伊朗铀浓缩活动7解除所有对伊一级制裁8解除所有对伊次级制裁9撤销国际原子能机构相关决议10撤销联合国安理会相关决议央视新闻北京时间 津云新闻的微博视频,2,0.5062092542648315,posts
5285828966221528,外交部毛宁   20260408外交部例行记者会完整版  墨染诗婳的微博视频  ,2,0.8856189250946045,posts
5285815078357068,伊朗议长称停火条款遭破坏包括以色列袭击黎巴嫩外交部希望有关方面能够抓住和平的机会通过对话协商弥合分歧 伊朗议长称停火条款遭破坏 外交部表态 ,2,0.8491865396499634,posts
5285813194853635,伊朗议长称停火条款遭破坏 外交部表态外交部发言人毛宁主持例行记者会俄罗斯卫星社记者提问伊朗议长卡利巴夫8日列举伊朗10项停火条款中已遭到违反的3项称可行的谈判基础在伊朗与美国谈判还没开始前就遭到公然破坏其中包括以色列袭击黎巴嫩的情况中方对此有何评论毛宁表示我们希望有关方面能够抓住和平的机会通过对话协商弥合分歧推动海湾和中东地区早日恢复和平稳定伊朗议长称停火条款遭破坏 外交部表态,2,0.8412031531333923,posts
5285714910251891,在日复一日的忙碌中大家习惯了外卖重口味和不规律的作息胃或多或少都有过不舒服的时候但偶尔反酸胃疼很多人都不在乎殊不知这些看似不起眼的小毛病很可能是胃部发出的求救信号长期忽视拖延不治轻微的炎症可能慢慢发展成萎缩肠化再一步步演变为异型增生最终拖成胃癌科普中国,1,0.7286950945854187,posts
5285809444094113,三餐不规律暴饮暴食长期熬夜爱烟酒幽门螺杆菌不管胃痛胃胀硬扛着不查这些看似小事正在慢慢损伤胃黏膜从胃炎萎缩肠化异型增生胃癌过程可能长达数年身体早有信号只是多数人选择忽略胃痛别忍反酸别拖口臭腹胀别不当回事有症状早做胃镜比什么都强胃是养出来的癌是拖出来的别等到晚期才后悔,1,0.7517443895339966,posts
5285711519417494, 喝白粥喝牛奶多喝热水饭后喝酸奶这些养胃方法你用过几个实际上它们可能正在悄悄伤害你的胃今天是国际护胃日科学养胃从正确做法开始转给身边胃不好的TA ,2,0.3852442502975464,posts
5285813832125162,很多人以为胃癌是突然得的其实大多数情况下它是一步步拖出来的早期胃部问题往往很轻比如反复胃胀隐隐作痛饭后不舒服偶尔反酸这些信号很容易被忽视很多人选择忍一忍吃点药就算了但长期慢性胃炎胃溃疡如果一直不规范治疗再加上幽门螺杆菌感染饮食不规律重口味饮食等因素就可能逐渐发展为更严重的病变胃癌早期往往没有明显症状一旦出现消瘦黑便持续疼痛往往已经不是早期了说白了身体不是一下子垮的而是一次次忽视换来的结果胃不舒服超过两周或者反复发作一定要及时检查别拖很多病治得好是因为发现得早拖久了选择就少了 吃成大饼脸的微博视频,1,0.6336666941642761,posts
