note_id,text,label,置信度,data_type
5299894231238943,这次柳州52级地震伤亡较重和凌晨发生震源仅8公里当地老旧自建房抗震弱都有关系目前医院秩序平稳送医的4人暂无生命危险救援和善后工作正在全力推进愿伤亡不再扩大 玫瑰泠的微博视频 ,2,0.7047386169433594,posts
5299892142735883,柳州突发52级地震好在当地医院整体秩序还算平稳没受太大冲击医院也意识到要做好余震防护这点特别关键现在具体伤员情况接诊数据还没细化公布能理解灾后需要慢慢梳理希望后续余震别再来医护坚守在岗大家都平平安安灾情影响尽量降到最低 ,2,0.4321499466896057,posts
5299891106481464, 5月18日凌晨柳州突发52级地震震源较浅冲击力较强当地各大主力医院秩序井然运转平稳第一时间全力投入伤员救治工作妥善收治受灾群众此次灾害多为老旧自建房受损严重合规正规医院建筑受损较轻天灾无情大家务必注意自身安全平安顺遂 ,0,0.4932422339916229,posts
5299885072713125,5月18日0时21分广西柳州市柳南区发生52级地震震源深度八千米记者从柳州市相关部门了解到地震已致2人死亡1人失联另据当地媒体报道广西壮族自治区地震局高级工程师谭劲先介绍柳州洛满镇太阳村镇等地城镇自建房有8栋房屋倒塌另外还有一些农村的房子也有倒塌初步统计大概有14栋房屋倒塌已救出3名被困群众柳州为何会发生52级地震52级地震为何导致自建房倒塌和人员伤亡山东省防震减灾科学传播师孟元库向极目新闻记者分析广西位于华南地块内部远离全球主要地震带但区域内存在中小型断裂带具备中等地震构造背景该地震带是由于印度板块和亚欧板块相互碰撞的远程应力作用产生的由于广西处于华南板块一般相对稳定产生地震多是中小型地震造成广西不怎么地震的印象实际上柳州发生52级地震之前也多次发生3级地震孟元库介绍52级地震属于中强震破坏性地震市民可能有明显震感比如此次地震有很多市民表示体感强烈该强度的地震通常会造成一定程度的破坏但一般不会导致大规模房屋倒塌或重大人员伤亡这次地震之所以造成房屋倒塌人员遇难一方面是由于此次地震的震源深度浅仅有8公里地震能量衰减相对较弱造成地震烈度大另一方面是由于本次地震震中可能处于人员密集处且发生地点房屋抗震能力差部分老旧或未按抗震标准建造的房屋可能出现墙体开裂屋顶瓦片掉落门窗变形等损坏现代抗震建筑通常仅受轻微影响孟元库分析未来或不会发生5级以上地震当地地处的板块不具备发生8级以上巨大地震的构造条件广西壮族自治区地震局官网记录了近年来广西有记录的5级地震2019年10月12日22时55分广西玉林市北流市北纬2218度东经11051度发生52级地震震源深度10公里未造成人员伤亡报告2019年11月25日广西百色市靖西市附近发生52级地震震源深度100千米极目新闻极目新闻的微博视频,2,0.7792640924453735,posts
5299885323585964,记者从柳州市抗震救灾指挥部获悉截至5月18日11时10分救援队伍在柳南区太阳村镇太阳村社区受灾现场搜救出最后1名被困人员经医务人员确定生命体征平稳已送医院救治 央视新闻 ,2,0.6474450826644897,posts
5299876977442898,5月18日00时21分在广西柳州市柳南区发生52级地震在此前后共发生5次22至32级地震目前地震已致2人死亡1人失联在地震发生前一只柴犬在手机预警前40秒狂吠叫醒主人一家人抓紧黄金时间短短20秒迅速撤离至安全地带截至5月18日04时房屋倒塌13栋送医4人均无生命危险转移群众7000余人震区通信供电供水供气交通道路等处于正常运行状态  大河报大河报的微博视频,2,0.6367084980010986,posts
5299895627943092,5月18日0时21分广西柳州市柳南区发生52级地震记者联系到位于柳南区的柳州市工人医院总院就目前医院就诊值守秩序是否平稳进行了了解医院工作人员回应称地震没有太大的影响当被问及是否对余震采取了特殊保障措施时医院工作人员表示应该是需要的关于具体接诊人数地震伤员受伤类型等信息工作人员表示需等后续明确答复大河报大河报的微博视频,2,0.8855375647544861,posts
5299886249478388,小时候老爱看蒋毅和赵樱子的剧因为爱情有多美不过在剧里好像就是陈笑飞cg林多美呀现在都祛魅了好吧前面蒋毅有妻女还和赵樱子亲密互动现在又爆出sx网友一波接一波 ,0,0.5037639737129211,posts
5299891207407127,不知道是了多少人这也太离谱了现任妻子真的很惨才刚给他生了宝宝呢笑飞也是把剧里的情节用到现实了 ,1,0.8463853597640991,posts
5299885351900519,真的假的啊我去最近怎么他出来的这么多看看后续怎么样如果是真的也挺无语的了 ,1,0.8276795744895935,posts
5299893293549358,有女生爆料说蒋毅曾过她我的妈呀这蒋毅很难评啊 一波接一波的 他妻子真的很无辜吧 ,1,0.852729320526123,posts
5299883163521040,这是剧情照进现实了吗曾经的赵韩樱子那一滴泪是多少人的白月光啊现在的赵樱子说没法复刻当年的剧情了剧里剧外应该不一样的吧 561妙奇星语的微博视频 ,1,0.7584568858146667,posts
5299896313185710,我的妈呀 曝蒋毅婚后女网友 ,1,0.5780307054519653,posts
5299896047636626,网友曝蒋毅去年在已婚的情况下曾过自己甚至长得有点像果然男人喜欢的都是一个类型的蒋毅老婆说目前还没有离婚两人育有一女后续的婚姻具体状况会跟关心的亲朋好友说明的如果这爆料是真的蒋毅你陈笑飞啊 ,0,0.7469921708106995,posts
5299895570532811,我对他的印象还停留在陈笑飞 ,2,0.7220798134803772,posts
