note_id,text,label,置信度,data_type
5300630606318576,张凌赫晒自己给开推团照的照片把金靖的单人照片放在了c位了哈哈哈哈给姐姐最好的待遇 ,0,0.9523736238479614,posts
5300641474022140,金靖撒娇女人最好命张凌赫把金靖放在C位开推团的各位谁没被金靖挑逗到嘴角上扬呢 柿柿不炒蛋的微博视频  ,0,0.5842189192771912,posts
5300673904378268, 开推百灵鸟推理担当金句频出被点出土拨鼠尖叫张凌赫开始推理吧4可爱向 星姐微博的微博视频 ,0,0.9455630779266357,posts
5300654587248887,看到这条笑死了有人问跷二郎腿的漂亮女生是谁是刘宇宁 ,1,0.5751245617866516,posts
5300642999962262,哈哈哈哈张凌赫发开推团的照片c位留给了金靖弟弟好宠姐姐啊 ,0,0.9608550667762756,posts
5300741008790908,520Ye张凌赫居然把金靖放在了C位这份爱不言而喻姐弟情深啊 ,0,0.925940990447998,posts
5300666659504342, 金靖谢谢我的站哥5月20日 发布开始推理吧九宫格照片金靖在评论区回复谢谢我的站哥张凌赫回应人美我的模特戳更多gtgt 钱江视频的微博视频 ,0,0.8958367109298706,posts
5300737299972461,好好的一只小狗总是把姐姐放最好的位置张凌赫真的是顶好顶好的张凌赫 ,0,0.9828110933303833,posts
5300721404874339,金莎孙丞潇这组婚纱照真的甜到齁住了姐姐眼里的笑意根本藏不住吧 ,0,0.9667747616767883,posts
5300706870297518,穿上了神圣的婚纱 巴厘岛天气比较潮热给我先生热的有些中暑 但并不影响他的疏朗清隽浪漫不限数次 此为我与先生 人生首组婚纱照多谢  的真切邀请哈哈 新娘美吗   ,0,0.9553596377372742,posts
5298414842807004,甜亿点还能再甜亿点这个520不妨给彼此多加一点包容和勇气多加一点惊喜和默契给甜甜的恋爱再加一点甜让爱直接甜出新高度和阿尔卑斯一起表白每一刻心动不负每一份浓情  阿尔卑斯Alpenliebe的微博视频 ,0,0.9815390706062317,posts
5300709157242937,身着洁白西装赴巴厘岛一场盛夏之约 天气湿热满心却是滚烫欢喜 爱意不限朝夕此为我与爱人首组婚纱照 幸得 予我人间浪漫 我的新娘永远是最美,0,0.9849435091018677,posts
5300689594486302,520是我爱你也是从冰岛到巴厘岛从求婚到婚纱这段路最温暖的注脚比起一见钟情  的感情更像一种缓慢生长的确认真正动心的并不是某一个轰轰烈烈的瞬间而是相处中那些极其细微的日常 出品人 监制策划,0,0.9171158075332642,posts
5298511600157402,看得出来孙丞潇很爱金莎毕竟睛神是不会骗人的看看金莎和孙丞潇的婚纱照男方看女方的眼神里透着无限的温柔和喜爱之情这就是情人睛里出西施虽然金莎比孙丞潇大一些但是两个人站在一起真的看不出来年龄差而且孙丞潇和金莎站在一起就是最萌身高差妥妥的郎才女貌,0,0.962914764881134,posts
5300714173631648,金莎孙丞潇甜到齁啦金莎孙丞潇婚纱照拍得真好必定是孙丞潇指导的这弟弟太会了哪个姐姐不喜欢啊  柿柿不炒蛋的微博视频 ,0,0.9616016745567322,posts
5300724537755894,金莎孙丞潇婚纱照金莎孙丞潇从雪山告白到巴厘岛婚纱相差19岁双向奔赴把爱情过成满分答卷如今甜到骨子里大概这就是爱情最好的模样 perfect__a的微博视频 ,0,0.9821229577064514,posts
5300730936169371,居然是be经过了四个月的相处我们还是决定做朋友 会火的微博视频  ,0,0.5861740708351135,posts
5300286352523745,颜凯不会真的要be吧恋综让人仰卧起坐的cp有he过吗515那天就觉得有点奇怪而且颜凯之间的状态有时候真的很训跟班的感觉但颜又说凯喜欢打压式教育不管了希望he吧 ,1,0.7716389298439026,posts
5300728849767934,喜笑颜凯 be了不知道算不算be刚刚直播说了以朋友的关系相处 ,2,0.7490845918655396,posts
5300730329040115,喜笑颜凯be 这段关系是凯决定的怎么先炽热的却先变冷了 慢热的人却停不了还在沸腾着李嘉凯真的是来恋综演戏来的   恰饭而已的微博视频  ,1,0.8155834078788757,posts
5300732662121525,自从彭高跟翁清雅节目里那么甜结果却be我就再也不会相信任何我看好的cp了 颜凯be也是意料之中 ,0,0.5304261445999146,posts
